htid	author	author_authorized_heading	author_lccn	author_viaf	author_wikidata_qid	best_rank	debut_rank	first_week	hathi_rights	isbn	oclc	oclc_eholdings	oclc_holdings	oclc_owi	title	title_id	year
uc1.$b86995	Pearl S. Buck	Gamboa Gómez, Fernando				7	11	1953-08-30	ic		6342375	382	1087	1875425297	COME, MY BELOVED	1120	1953
mdp.39015058017818	Dick Francis					3	9	1991-11-03	ic	0718134680	798651410	147	2954	3769065137	COMEBACK	1121	1991
uc1.$b798950	Lester Cohen	Cohen, Lester, 1901-1963	no91014904	29890971	Q42327267	15	15	1945-09-09	pdus		6738432	8	186	422396528	COMING HOME	1124	1945
mdp.39015073948294	Danielle Steel	Steel, Danielle	n80061569	100238676	Q72653	2	4	2006-07-16	ic	0385338325	58919953	245	4151	20055938	COMING OUT	1126	2006
uc1.$b601378	William Wister Haines	Haines, William Wister, 1908-1989	n80044643	65301428	Q8020495	14	1	1947-02-02	ic		1371910	102	429	149337058	COMMAND DECISION	1128	1947
mdp.39015051150079	William Wister Haines	Haines, William Wister, 1908-1989	n80044643	65301428	Q8020495	14	1	1947-02-02	ic		1371910	102	429	149337058	COMMAND DECISION	1128	1947
uc1.$b223958	Pearl S. Buck	Buck, Pearl S	n79026662	91868694	Q80900	14	15	1959-06-07	und		16674245	20	1137	4336985	COMMAND THE MORNING	1129	1959
umn.31951002044405r	C. S. Forester	Forester, C. S. (Cecil Scott), 1899-1966	n50024850	82444721	Q430182	3	4	1945-07-01	ic		364604	31	2778	2908871943	COMMODORE HORNBLOWER	1131	1945
mdp.39015002385675	Meyer Levin	Levin, Meyer, 1905-1981	n79055883	27067610	Q966340	2	10	1956-11-18	ic		288021	162	1442	58177189	COMPULSION	1135	1956
mdp.39015012426402	Meyer Levin	Levin, Meyer, 1905-1981	n79055883	27067610	Q966340	2	10	1956-11-18	ic		288021	162	1442	58177189	COMPULSION	1135	1956
mdp.39015008990346	Meyer Levin	Levin, Meyer, 1905-1981	n79055883	27067610	Q966340	2	10	1956-11-18	ic	0877956502	11618431	162	1442	58177189	COMPULSION	1135	1956
mdp.39015001811705	John D. MacDonald	MacDonald, John D. (John Dann), 1916-1986	n79045202	7393665	Q558425	3	10	1977-04-24	ic	0397012039	2767566	98	1551	196541602	CONDOMINIUM	1137	1977
inu.30000001719602	John D. MacDonald	MacDonald, John D. (John Dann), 1916-1986	n79045202	7393665	Q558425	3	10	1977-04-24	ic	0709164645	4166810	98	1551	196541602	CONDOMINIUM	1137	1977
uc1.b3727838	Gladys Schmitt	Schmitt, Gladys, 1909-1972	no2001096640	34971198	Q5566463	11	14	1952-11-16	ic		288024	12	582	476606009	CONFESSORS OF THE NAME	1143	1952
uc1.$b105493	Gladys Schmitt	Schmitt, Gladys, 1909-1972	no2001096640	34971198	Q5566463	11	14	1952-11-16	ic		288024	12	582	476606009	CONFESSORS OF THE NAME	1143	1952
mdp.39015002754755	Gladys Schmitt	Schmitt, Gladys, 1909-1972	no2001096640	34971198	Q5566463	11	14	1952-11-16	ic		288024	12	582	476606009	CONFESSORS OF THE NAME	1143	1952
mdp.39015046372440	Michael Crichton	Crichton, Michael, 1942-2008	n50018616	89578936	Q172140	6	9	1980-12-28	ic	0394513924	6602970	220	4059	156434160	CONGO	1144	1980
mdp.39015012962067	Michael Crichton	Crichton, Michael, 1942-2008	n50018616	89578936	Q172140	6	9	1980-12-28	ic	038056176X	7869194	220	4059	156434160	CONGO	1144	1980
mdp.39015014603446	Stuart Cloete	Cloete, Stuart	n50031808	19716940	Q373541	5	5	1943-03-22	ic		831324	25	609	41671806	CONGO SONG	1145	1943
uc1.$b87376	Stuart Cloete	Cloete, Stuart	n50031808	19716940	Q373541	5	5	1943-03-22	ic		944608	25	609	41671806	CONGO SONG	1145	1943
mdp.39015062619427	Vince Flynn	Flynn, Vince, 1966-2013	n98021194	57668585	Q1356200	3	5	2005-10-30	ic		61285763	151	3157	46415069	CONSENT TO KILL	1147	2005
mdp.39015038888775	Carl Sagan	Sagan, Carl, 1934-1996	n79064998	36997809	Q410	3	8	1985-10-13	ic	0671434004	12344811	128	4388	2517127841	CONTACT	1149	1985
mdp.39015037305441	Robin Cook	Cook, Robin, 1940-	n79117119	109274608	Q352059	4	7	1996-01-28	ic	0399141065	33335188	128	2886	16001087	CONTAGION	1150	1996
mdp.39015059250996	Richard North Patterson	Patterson, Richard North	n78093612	85314580	Q1678883	4	6	2005-02-13	ic	0345450191	56194905	143	3261	2716273	CONVICTION	1154	2005
mdp.39015008507801	John Masters	Masters, John, 1914-1983	n79006362	2546475	Q469250	15	15	1955-04-17	ic		5994257	11	818	198928504	COROMANDEL!	1157	1955
uc1.$b106183	John Masters	Masters, John, 1914-1983	n79006362	2546475	Q469250	15	15	1955-04-17	ic		5994257	11	818	198928504	COROMANDEL!	1157	1955
uc1.b3711106	John Masters	Masters, John, 1914-1983	n79006362	2546475	Q469250	15	15	1955-04-17	ic		365827	11	818	198928504	COROMANDEL!	1157	1955
mdp.39015016440995	Oakley Hall	Hall, Oakley M.	n79134992	42004776	Q7074155	10	15	1953-05-03	ic		2731759	4	187	199065632	CORPUS OF JOE BAILEY	1158	1953
mdp.39015029834986	Oakley Hall	Hall, Oakley M.	n79134992	42004776	Q7074155	10	15	1953-05-03	ic	0877956537	11694874	4	187	199065632	CORPUS OF JOE BAILEY	1158	1953
mdp.39015001145211	Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	7	7	1936-03-09	und		1651213	33	795	1224598	COSMOPOLITANS	1160	1936
uc1.$b106200	Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	7	7	1936-03-09	und		1651213	33	795	1224598	COSMOPOLITANS	1160	1936
mdp.39015060886457	Iris Johansen	Johansen, Iris	n87851552	41851486	Q298651	6	9	2005-05-29	ic	0553803425	58526384	323	3903	264042	COUNTDOWN	1162	2005
uc1.32106002151097	John Updike	Updike, John	n79018616	90712179	Q105756	1	5	1968-04-14	ic	9780233960746	193251	133	3319	461689	COUPLES	1167	1968
mdp.39015001591125	John Updike	Updike, John	n79018616	90712179	Q105756	1	5	1968-04-14	ic	9780233960746	193251	133	3319	461689	COUPLES	1167	1968
mdp.39015008820865	John Updike	Updike, John	n79018616	90712179	Q105756	1	5	1968-04-14	ic	9780233960746	193251	133	3319	461689	COUPLES	1167	1968
pst.000048862226	John Updike	Updike, John	n79018616	90712179	Q105756	1	5	1968-04-14	ic	044991190X	35701306	133	3319	461689	COUPLES	1167	1968
mdp.39015064884664	Linda Howard	Howard, Linda, 1950-	n96076376	5051471	Q446121	6	7	2006-07-16	ic	0345486501	65518651	284	3378	48290780	COVER OF NIGHT	1169	2006
mdp.39015002182411	Gore Vidal	Vidal, Gore Schriftsteller, 1925-	n79040150	98281411	Q167821	2	5	1981-04-05	ic	0394500156	7158597	70	2681	196658948	CREATION	1176	1981
uc1.32106017975845	Gore Vidal	Vidal, Gore Schriftsteller, 1925-	n79040150	98281411	Q167821	2	5	1981-04-05	ic	0394500156	7158597	70	2681	196658948	CREATION	1176	1981
mdp.39015055805157	Gore Vidal	Vidal, Gore Schriftsteller, 1925-	n79040150	98281411	Q167821	2	5	1981-04-05	ic	0385507623	50544975	70	2681	196658948	CREATION	1176	1981
mdp.39015024079025	Jessamyn West	West, Jessamyn	n79077176	204947753	Q1688127	8	10	1954-01-31	und		171920	59	1606	413240	CRESS DELAHANTY	1183	1954
mdp.39015002156894	Jessamyn West	West, Jessamyn	n79077176	204947753	Q1688127	8	10	1954-01-31	und		171920	59	1606	413240	CRESS DELAHANTY	1183	1954
mdp.39015064753935	Jessamyn West	West, Jessamyn	n79077176	204947753	Q1688127	8	10	1954-01-31	ic		71296052	59	1606	413240	CRESS DELAHANTY	1183	1954
mdp.39015013281632	Don Tracy	Tracy, Don, 1905-1976	n50053306	27072310	Q3035915	16	16	1953-05-03	ic		734102	32	206	190729631	CRIMSON IS THE EASTERN SHORE	1188	1953
mdp.39015063954955	Evan John	John, Evan, 1901-1953	n89653354	58227586	Q104528497	6	7	1938-10-03	ic		2003700	25	245	225047968	CRIPPLED SPLENDOUR	1191	1938
uc1.$b105453	Evan John	John, Evan, 1901-1953	n89653354	58227586	Q104528497	6	7	1938-10-03	ic		2003700	25	245	225047968	CRIPPLED SPLENDOUR	1191	1938
mdp.39015066844153	Robin Cook	Cook, Robin, 1940-	n79117119	109274608	Q352059	3	5	2006-08-27	ic	9780399153570	67711541	173	3475	797193	CRISIS	1192	2006
mdp.39015060998914	Kathy Reichs	Reichs, Kathy	n82144118	85377433	Q298221	9	13	2005-07-17	ic	0743233484	57694712	158	3979	10794	CROSS BONES	1197	2005
uc1.32106013896318	Danielle Steel	Steel, Danielle	n80061569	100238676	Q72653	5	1	1982-09-26	ic	0440011302	8281714	240	2936	325501670	CROSSINGS	1205	1982
mdp.39015058210033	Fern Michaels	Michaels, Fern	n81021841	69050844	Q5444469	15	5	2004-01-18	ic	074345779X	53472832	45	3217	8739	CROWN JEWEL	1208	2004
mdp.39015061458892	James Lee Burke	Burke, James Lee	n85019637	110621918	Q982095	10	13	2005-07-31	ic	0743277198	59881902	64	2745	1112543	CRUSADER'S CROSS	1213	2005
mdp.39015057620885	Linda Howard	Howard, Linda, 1950-	n96076376	5051471	Q446121	9	2	2003-11-23	ic	0345453417	52979180	257	2975	683641	CRY NO MORE	1214	2003
mdp.39015000544224	Alan Paton	Paton, Alan	n79058640	89302855	Q361623	11	5	1948-02-29	ic		366807	202	10665	398710	CRY, THE BELOVED COUNTRY	1215	1948
mdp.39015047530418	Alan Paton	Paton, Alan	n79058640	89302855	Q361623	11	5	1948-02-29	ic		366807	202	10665	398710	CRY, THE BELOVED COUNTRY	1215	1948
mdp.39015014587045	Alan Paton	Paton, Alan	n79058640	89302855	Q361623	11	5	1948-02-29	ic		2593214	202	10665	398710	CRY, THE BELOVED COUNTRY	1215	1948
mdp.39076000493788	Alan Paton	Paton, Alan	n79058640	89302855	Q361623	11	5	1948-02-29	ic	0020532105	13497998	202	10665	398710	CRY, THE BELOVED COUNTRY	1215	1948
inu.30000094620832	Alan Paton	Paton, Alan	n79058640	89302855	Q361623	11	5	1948-02-29	ic	074326195X	53895535	202	10665	398710	CRY, THE BELOVED COUNTRY	1215	1948
mdp.39015039922177	Elmore Leonard	Leonard, Elmore, 1925-2013,	n50049790	19680365	Q336519	8	14	1998-02-08	ic	0385323832	37187473	137	2656	535466	CUBA LIBRE	1219	1998
pst.000059006770	Step hen King	King, Stephen, 1947-	n79063767	97113511	Q39829	8	4	1982-01-24	ic	0816156670	28065275	474	5514	354800	CUJO	1221	1982
uc1.32106017944551	Step hen King	King, Stephen, 1947-	n79063767	97113511	Q39829	8	4	1982-01-24	ic	0670451932	7601297	474	5514	354800	CUJO	1221	1982
pst.000059006770	Stephen King	King, Stephen, 1947-	n79063767	97113511	Q39829	1	6	1981-08-16	ic	0816156670	28065275	474	5514	354800	CUJO	1222	1981
uc1.32106017944551	Stephen King	King, Stephen, 1947-	n79063767	97113511	Q39829	1	6	1981-08-16	ic	0670451932	7601297	474	5514	354800	CUJO	1222	1981
mdp.39015003472480	Agatha Christie	Christie, Agatha 1890-1976	n79038407	71388952	Q35064	1	10	1975-10-05	ic	0396071910	1502303	80	3447	11664196311	CURTAIN	1227	1975
uc1.$b98402	F. Van Wyck Mason	Mason, F. van Wyck (Francis van Wyck), 1901-1978	n80067551	57912804	Q4309918	4	5	1949-03-27	ic		4301537	2	528	354026796	CUTLASS EMPIRE	1229	1949
mdp.39015030705852	F. Van Wyck Mason	Mason, F. van Wyck (Francis van Wyck), 1901-1978	n80067551	57912804	Q4309918	4	5	1949-03-27	ic		4301537	2	528	354026796	CUTLASS EMPIRE	1229	1949
mdp.49015002559228	Danielle Steel	Steel, Danielle	n80061569	100238676	Q72653	1	1	1989-11-19	ic	0385297459	57000689	230	3519	535328	DADDY	1232	1989
mdp.39015055183555	Mary Higgins Clark	Clark, Mary Higgins	n80007955	100252785	Q231736	1	12	2002-05-05	ic	0743206045	48878636	170	5136	4929061902	DADDY'S LITTLE GIRL	1235	2002
mdp.39015032389515	Elizabeth Janeway	Janeway, Elizabeth	n80017805	30005917	Q5363029	16	16	1945-11-25	ic		1373872	2	267	2288405	DAISY KENYON	1238	1945
mdp.39015025224190	Josephine Hart	Hart, Josephine	n90695463	10045545	Q437810	5	11	1991-03-31	ic	0679401350	22511086	209	1478	2452617150	DAMAGE	1241	1991
mdp.39015029211250	Anne McCaffrey	McCaffrey, Anne	n50009225	110586836	Q233046	15	10	1992-08-02	ic	0399136487	23356218	88	1825	1067042	DAMIA	1246	1992
pst.000045148910	Anne McCaffrey	McCaffrey, Anne	n50009225	110586836	Q233046	14	6	1993-02-21	ic	0399138366	26503922	25	1412	5218413675	DAMIA'S CHILDREN	1247	1993
uc1.$b86056	Phyllis Bottome	Bottome, Phyllis, 1882-1963	n50067190	25691064	Q2089198	4	5	1939-02-06	ic		1578694	1	176	2448595	DANGER SIGNAL	1252	1939
mdp.39015034445950	Barbara Taylor Bradford	Bradford, Barbara Taylor, 1933-	n79018886	111572561	Q437224	9	6	1995-07-30	ic	0060177225	32468957	68	3108	651114	DANGEROUS TO KNOW	1257	1995
uc1.b4410359	John Fowles	Fowles, John, 1926-2005	n79027192	4929997	Q214660	4	6	1977-09-25	ic	9780316289597	3002415	125	2864	48081265	DANIEL MARTIN	1258	1977
mdp.39015047839900	John Fowles	Fowles, John, 1926-2005	n79027192	4929997	Q214660	4	6	1977-09-25	ic	0224014900	3427330	125	2864	48081265	DANIEL MARTIN	1258	1977
mdp.39015063341377	Anne Perry	Perry, Anne	nb99139605	85532550	Q288627	15	13	2006-04-16	ic	0345469305	60697159	199	3278	46652368	DARK ASSASSIN	1262	2006
mdp.39015064690079	Stuart Woods	Woods, Stuart	n79045422	108957653	Q3500849	2	1	2006-04-30	ic	9780399153426	62089971	212	3778	46869663	DARK HARBOR	1268	2006
mdp.39076000770110	Fletcher Knebel	Knebel, Fletcher	n50043456	19720195	Q457450	3	10	1972-07-16	ic		332058	23	1034	3943316105	DARK HORSE	1269	1972
mdp.39015055796752	Tami Hoag	Hoag, Tami	n90630178	85444183	Q1683201	3	14	2002-09-15	ic	0553801929	50023150	278	3602	3579970851	DARK HORSE	1270	2002
mdp.39015060122275	Jack Higgins	Higgins, Jack, 1929-	n79059853	39378467	Q433708	8	15	2004-09-12	ic	0399151788	55016714	203	3121	901835	DARK JUSTICE	1273	2004
mdp.39015047518736	Richard North Patterson	Patterson, Richard North	n78093612	85314580	Q1678883	6	7	1999-09-12	ic	0679450432	41368241	166	3292	844309	DARK LADY	1274	1999
mdp.39015074297832	John Sandford	Sandford, John	n88201495	112432108	Q1701679	3	5	2007-10-21	ic	0399154779	154675351	311	4009	9381708814	DARK OF THE MOON	1281	2007
mdp.39015017429088	Dean Koontz	Koontz, Dean R. (Dean Ray), 1945-	n79081582	110880758	Q272076	7	9	1994-11-27	ic	0679425241	30320033	250	3218	47667	DARK RIVERS OF THE HEART	1286	1994
mdp.39015034512692	Kevin J. Anderson	Anderson, Kevin J	n96072439	113153910	Q339577	12	9	1995-10-22	ic	0553099744	32779298	105	1235	12060816	DARKSABER	1300	1995
mdp.39015056814265	Danielle Steel	Steel, Danielle	n80061569	100238676	Q72653	3	10	2003-03-23	ic	0385336918	50041385	247	4129	687266	DATING GAME	1307	2003
mdp.39015053232107	Morris L. West	West, Morris, 1916-1999	n79058870	31590256	Q471021	5	12	1961-12-10	und		297379	71	1615	52400880	DAUGHTER OF SILENCE	1309	1961
mdp.39015002754748	Gladys Schmitt	Schmitt, Gladys, 1909-1972	no2001096640	34971198	Q5566463	3	2	1946-03-17	ic		288012	24	1113	1461943	DAVID THE KING	1310	1946
uc1.$b105505	Gladys Schmitt	Schmitt, Gladys, 1909-1972	no2001096640	34971198	Q5566463	3	2	1946-03-17	ic		288012	24	1113	1461943	DAVID THE KING	1310	1946
mdp.49015000490616	Gladys Schmitt	Schmitt, Gladys, 1909-1972	no2001096640	34971198	Q5566463	3	2	1946-03-17	ic		288012	24	1113	1461943	DAVID THE KING	1310	1946
uc1.$b605179	Konstantine Simonov					9	15	1945-11-18	ic		218809389				DAYS AND NIGHTS	1318	1945
mdp.39015038164656	Konstantine Simonov					9	15	1945-11-18	ic		218809389				DAYS AND NIGHTS	1318	1945
mdp.39015035767147	Konstantine Simonov	Simonov, Konstantin, 1915-1979	n80022857	22259265	Q44695	9	15	1945-11-18	ic|und		321182	14	1159	4923073934	DAYS AND NIGHTS	1318	1945
uc1.b4363806	Konstantine Simonov	Simonov, Konstantin, 1915-1979	n80022857	22259265	Q44695	9	15	1945-11-18	ic|und		321182	14	1159	4923073934	DAYS AND NIGHTS	1318	1945
mdp.39015065686894	Konstantine Simonov	Simonov, Konstantin, 1915-1979	n80022857	22259265	Q44695	9	15	1945-11-18	ic|und		321182	14	1159	4923073934	DAYS AND NIGHTS	1318	1945
uc1.32106001607206	Konstantine Simonov	Simonov, Konstantin, 1915-1979	n80022857	22259265	Q44695	9	15	1945-11-18	ic|und		321182	14	1159	4923073934	DAYS AND NIGHTS	1318	1945
mdp.39015056670386	Iris Johansen	Johansen, Iris	n87851552	41851486	Q298651	6	14	2003-04-20	ic	0553802461	50645603	308	3665	912030	DEAD AIM	1322	2003
mdp.39015070756427	Dick Francis and Felix Francis	Francis, Dick, 1920-	n79135492	24601518	Q314929	3	4	2007-10-07	ic	0399154760	154674604	156	3431	103053795	DEAD HEAT	1326	2007
mdp.39015050772709	Greg Iles	Iles, Greg	n92107079	72241064	Q1349027	13	11	2001-07-29	ic	0399147357	46472045	193	2789	1050473	DEAD SLEEP	1339	2001
mdp.39015013948370	Kurt Vonnegut	Vonnegut, Kurt	n79062641	71398958	Q49074	8	9	1982-11-14	ic	0440017807	8629582	254	3176	1178290084	DEADEYE DICK	1343	1982
uc1.32106015140467	Kathy Reichs	Reichs, Kathy	n82144118	85377433	Q298221	12	5	2000-08-13	ic	0743204298	43397131	93	3041	6659787	DEADLY DECISIONS	1351	2000
mdp.39015050245060	Kathy Reichs	Reichs, Kathy	n82144118	85377433	Q298221	12	5	2000-08-13	ic	0743204298	43397131	93	3041	6659787	DEADLY DECISIONS	1351	2000
pst.000032220704	Taylor Caldwell	Caldwell, Taylor, 1900-1985	n80126302	17220157	Q445429	3	8	1959-04-05	ic	1568492421	31388401	53	2480	33378563	DEAR AND GLORIOUS PHYSICIAN	1355	1959
mdp.39015048890241	Anne Morrow Lindbergh	Lindbergh, Anne Morrow,	n79108313	73882906	Q443096	2	13	1962-06-17	ic|und		782854	31	1568	4837223529	DEARLY BELOVED	1360	1962
mdp.39015020821966	Anne Morrow Lindbergh	Lindbergh, Anne Morrow,	n79108313	73882906	Q443096	2	13	1962-06-17	ic|und		782854	31	1568	4837223529	DEARLY BELOVED	1360	1962
mdp.39015058729354	Anne Morrow Lindbergh	Lindbergh, Anne Morrow,	n79108313	73882906	Q443096	2	13	1962-06-17	ic	1556524900	52220950	31	1568	4837223529	DEARLY BELOVED	1360	1962
pst.000015648167	Robert Moss	Moss, Robert, 1946-	n79138622	99955547	Q5995099	15	6	1981-12-06	ic	0425087956	83165244	44	647	4160075790	DEATH BEAM	1364	1981
mdp.39015063661014	Linda Fairstein	Fairstein, Linda A	n93026108	85486730	Q6551554	4	1	2006-02-05	ic	0743254899	61123193	41	1882	9264251743	DEATH DANCE	1366	2006
mdp.39015053148055	Robert B. Parker	Parker, Robert B., 1932-2010	n79063642	101763416	Q550819	7	5	2001-10-21	ic	0399147799	46975050	207	2899	374393173	DEATH IN PARADISE	1370	2001
mdp.39015001136087	George P. Garrett	Garrett, George, 1929-2008	n50016965	51736114	Q5539634	9	1	1971-11-07	ic		164015	92	1296	138497797	DEATH OF THE FOX	1373	1971
mdp.39015035331548	Tom Clancy	Clancy, Tom, 1947-2013	n84030721	108842694	Q105167	1	14	1994-09-04	ic	0399139540	30739194	303	4185	543712	DEBT OF HONOR	1382	1994
mdp.39015055842788	Martin Cruz Smith	Smith, Martin Cruz, 1942-	n50013285	95175916	Q1395538	13	8	2002-10-27	ic	0684872536	50269980	70	2310	3901071404	DECEMBER 6	1384	2002
mdp.39015017697734	Philip Roth	Roth, Philip	n79125808	100235370	Q187019	13	10	1990-04-01	ic	0671703749	20756419	18	1904	198683319	DECEPTION	1387	1990
uc1.32106015457978	Philip Roth	Roth, Philip	n79125808	100235370	Q187019	13	10	1990-04-01	ic	0679752943	35714798	18	1904	198683319	DECEPTION	1387	1990
mdp.39015054091932	Dick Francis	Francis, Dick	n79135492	24601518	Q314929	7	8	1993-10-31	ic	0399138714	28378370	162	3223	13803788	DECIDER	1390	1993
mdp.39015003471441	Helen MacInnes	MacInnes, Helen, 1907-1985	n80076570	32928087	Q454595	5	16	1960-11-13	ic|und		743021	82	1542	40777390	DECISION AT DELPHI	1391	1960
uc1.b4091400	Helen MacInnes	MacInnes, Helen, 1907-1985	n80076570	32928087	Q454595	5	16	1960-11-13	ic|und		743021	82	1542	40777390	DECISION AT DELPHI	1391	1960
mdp.39015049549994	Mary Higgins Clark and Carol Higgins Clark	Clark, Mary Higgins	n80007955	100252785	Q231736	3	1	2000-11-12	ic	0743212002	44640199	96	3597	2829783315	DECK THE HALLS	1392	2000
mdp.39015063956521	Robert Rylee	Rylee, Robert, 1908-1981	no97013834	19280872		4	5	1935-07-08	ic		1592131	2	295	2485662	DEEP DARK RIVER	1394	1935
uc1.$b63718	Robert Rylee	Rylee, Robert, 1908-1981	no97013834	19280872		4	5	1935-07-08	ic		1592131	2	295	2485662	DEEP DARK RIVER	1394	1935
mdp.39015047866853	Nevada Barr	Barr, Nevada	n82232286	17923584	Q447404	14	2	2000-04-09	ic	0399145869	42296758	184	2601	2294346	DEEP SOUTH	1399	2000
mdp.39015067684137	Lincoln Child	Child, Lincoln	n83208131	76450949	Q793895	7	8	2007-02-18	ic	9780385515504	70219907	296	3180	56673525	DEEP STORM	1400	2007
mdp.39015038599778	Jayne Ann Krentz	Krentz, Jayne Ann,	n85135118	66032852	Q438345	9	12	1997-02-02	ic	0671524194	35305129	55	2237	680665	DEEP WATERS	1401	1997
mdp.39015033991335	Richard North Patterson	Patterson, Richard North	n78093612	85314580	Q1678883	3	14	1993-01-31	ic	0679420649	26357073	91	2583	4063799575	DEGREE OF GUILT	1406	1993
mdp.39015063550084	Marcus Goodrich	Goodrich, Marcus, 1897-1991	n81076900	79283263	Q21077879	3	4	1941-02-10	ic		284664	23	1115	1087170	DELILAH	1409	1941
uc1.b3688149	Marcus Goodrich	Goodrich, Marcus, 1897-1991	n81076900	79283263	Q21077879	3	4	1941-02-10	ic		284664	23	1115	1087170	DELILAH	1409	1941
uc1.$b101889	Marcus Goodrich	Goodrich, Marcus, 1897-1991	n81076900	79283263	Q21077879	3	4	1941-02-10	ic		284664	23	1115	1087170	DELILAH	1409	1941
uc1.b3435046	Marcus Goodrich	Goodrich, Marcus, 1897-1991	n81076900	79283263	Q21077879	3	4	1941-02-10	ic		3517037	23	1115	1087170	DELILAH	1409	1941
mdp.39015038911056	James Dickey	Dickey, James	n79043450	109230203	Q1377013	3	2	1970-04-12	ic		58614	129	4705	467336	DELIVERANCE	1411	1970
mdp.39015035340002	James Dickey	Dickey, James	n79043450	109230203	Q1377013	3	2	1970-04-12	ic		58614	129	4705	467336	DELIVERANCE	1411	1970
mdp.39015066047898	Anais Nin	Nin, Anaïs, 1903-1977	n79041785	14774462	Q220018	4	1	1977-08-07	ic	0151246564	2632714	137	1487	3900995656	DELTA OF VENUS	1412	1977
inu.30000001749401	Anais Nin	Nin, Anaïs, 1903-1977	n79041785	14774462	Q220018	4	1	1977-08-07	ic		6505278	137	1487	3900995656	DELTA OF VENUS	1412	1977
uc1.32106009581270	Anais Nin	Nin, Anaïs, 1903-1977	n79041785	14774462	Q220018	4	1	1977-08-07	ic	0671680153	21022247	137	1487	3900995656	DELTA OF VENUS	1412	1977
mdp.39015020642214	Eudora Welty	Welty, Eudora, 1909-2001	n79038434	4938026	Q259364	12	3	1946-05-12	ic		290906	169	3327	48287877	DELTA WEDDING	1413	1946
uc1.32106015588053	Eudora Welty	Welty, Eudora, 1909-2001	n79038434	4938026	Q259364	12	3	1946-05-12	ic		290906	169	3327	48287877	DELTA WEDDING	1413	1946
uc1.$b105864	Frederic Wakeman	Wakeman, Frederic, 1909-1998	no95033699	52216304	Q21162298	12	12	1956-11-18	ic		1632907	1	108	3855707869	DELUXE TOUR	1415	1956
mdp.39015038148048	Stephen King	King, Stephen	n79063767	97113511	Q39829	1	1	1996-10-13	ic	0670868361	34618058	300	4265	547033	DESPERATION	1431	1996
mdp.49015002949916	Stephen King	King, Stephen	n79063767	97113511	Q39829	1	1	1996-10-13	ic	0613025024	36252855	300	4265	547033	DESPERATION	1431	1996
mdp.39015070756484	Jeff Lindsay	Lindsay, Jeffry P.	no94035020	57713887	Q313038	11	12	2007-10-07	ic	0385518331	129957968	429	2297	69775410	DEXTER IN THE DARK	1450	2007
mdp.39015003941161	Peter Gilman	Gilman, Peter, 1928-1999	no2002065470	12774250		7	14	1960-07-17	ic		5764344	20	266	356233519	DIAMOND HEAD	1451	1960
mdp.39015059986318	Chuck Palahniuk	Palahniuk, Chuck	n95106929	85311088	Q268181	5	11	2003-09-14	ic	0385509472	51810534	165	1727	196777943	DIARY	1452	2003
mdp.39015035336281	Stephen King	King, Stephen, 1947-	n79063767	97113511	Q39829	1	3	1982-08-08	ic	0670272663	8474307	366	4924	515540	DIFFERENT SEASONS	1456	1982
mdp.39015064680575	Anne Tyler	Tyler, Anne	n79100453	39384885	Q235615	4	4	2006-05-21	ic	0307263940	61520455	293	4360	47559672	DIGGING TO AMERICA	1457	2006
uc1.b3710825	Frances Parkinson Keyes	Keyes, Frances Parkinson, 1885-1970	n50045818	44300783	Q5478889	2	1	1948-12-12	ic		288267	35	1716	519487	DINNER AT ANTOINE'S	1458	1948
mdp.39015012920677	Frances Parkinson Keyes	Keyes, Frances Parkinson, 1885-1970	n50045818	44300783	Q5478889	2	1	1948-12-12	ic		288267	35	1716	519487	DINNER AT ANTOINE'S	1458	1948
uc1.$b102106	Frances Parkinson Keyes	Keyes, Frances Parkinson, 1885-1970	n50045818	44300783	Q5478889	2	1	1948-12-12	ic		288267	35	1716	519487	DINNER AT ANTOINE'S	1458	1948
mdp.39015053137132	Frances Parkinson Keyes	Keyes, Frances Parkinson, 1885-1970	n50045818	44300783	Q5478889	2	1	1948-12-12	ic		288267	35	1716	519487	DINNER AT ANTOINE'S	1458	1948
mdp.39015035342784	Anne Tyler	Tyler, Anne, 1941-	n79100453	39384885	Q235615	8	6	1982-04-11	ic	0394523814	7732718	334	4673	463493	DINNER AT THE HOMESICK RESTAURANT	1459	1982
mdp.39015062109072	Douglas Adams	Adams, Douglas, 1952-2001,	n80076765	113230702	Q42	5	11	1987-06-28	ic	0671625829	15489920	111	2621	48519117	DIRK GENTLY'S HOLISTIC DETECTIVE AGENCY	1461	1987
pst.000019832128	Douglas Adams	Adams, Douglas, 1952-2001,	n80076765	113230702	Q42	5	11	1987-06-28	ic	0671660623	17971362	111	2621	48519117	DIRK GENTLY'S HOLISTIC DETECTIVE AGENCY	1461	1987
mdp.39015038180710	Stuart Woods	Woods, Stuart	n79045422	108957653	Q3500849	13	17	1996-09-29	ic	0060176660	35038083	224	2723	196811131	DIRT	1462	1996
uc1.b3711001	Ludwig Bemelmans	BEMELMANS, Ludwig	n50007160	54165257	Q76414	4	3	1947-09-07	und		188728	9	429	1343149	DIRTY EDDIE	1464	1947
