htid	author	author_authorized_heading	author_lccn	author_viaf	author_wikidata_qid	best_rank	debut_rank	first_week	hathi_rights	isbn	oclc	oclc_eholdings	oclc_holdings	oclc_owi	title	title_id	year
mdp.39015029244657	John Grisham	Grisham, John	n88231236	7449742	Q106465	1	13	1992-03-15	ic	0385423543	25990887	461	6715	835069	THE PELICAN BRIEF	5993	1992
mdp.39015004704618	Mary Renault	Renault, Mary (1905-1983)	n50051045	46771767	Q235354	4	1	1972-11-19	ic	0394481917	369921	188	2717	462295	THE PERSIAN BOY	6002	1972
inu.30000007069515	Mary Renault	Renault, Mary (1905-1983)	n50051045	46771767	Q235354	4	1	1972-11-19	ic	0582105420	570751	188	2717	462295	THE PERSIAN BOY	6002	1972
mdp.39015002710195	Richard Powell	Powell, Richard, 1908-1999	no95008350	103655854	Q1307719	3	14	1957-01-20	ic		286045	11	511	158963242	THE PHILADELPHIAN	6005	1957
mdp.39015024637194	P.H. Newby	Newby, P. H. (Percy Howard), 1918-1997	n79003989	267973873	Q531194	16	16	1955-09-25	ic		6139262	11	499	1905779	THE PICNIC AT SAKKARA	6008	1955
mdp.39015063551991	P.H. Newby	Newby, P. H. (Percy Howard), 1918-1997	n79003989	267973873	Q531194	16	16	1955-09-25	ic		1178120	11	499	1905779	THE PICNIC AT SAKKARA	6008	1955
uc1.$b244089	P.H. Newby	Newby, P. H. (Percy Howard), 1918-1997	n79003989	267973873	Q531194	16	16	1955-09-25	ic		1178120	11	499	1905779	THE PICNIC AT SAKKARA	6008	1955
pst.000051406523	Ken Follett	Follett, Ken ( 1949- )	n78037365	64005683	Q210669	2	9	1989-09-17	ic	0451207149	49281545	701	7814	1097966	THE PILLARS OF THE EARTH	6011	1989
pst.000064184616	Ken Follett	Follett, Ken ( 1949- )	n78037365	64005683	Q210669	2	9	1989-09-17	ic	0451225244	180937542	701	7814	1097966	THE PILLARS OF THE EARTH	6011	1989
uc1.$b105951	Nelia Gardner White	White, Nelia Gardner, 1894-1957	no93013886	1064149108661268780004	Q52156802	10	4	1950-03-19	ic		1387010	11	284	423087780	THE PINK HOUSE	6013	1950
mdp.39015059420391	Nelia Gardner White	White, Nelia Gardner, 1894-1957	no93013886	1064149108661268780004	Q52156802	10	4	1950-03-19	ic		1387010	11	284	423087780	THE PINK HOUSE	6013	1950
mdp.39015008098132	Albert Camus	Camus, Albert, 1913-1960	n79061368	97000332	Q34670	8	1	1948-08-22	ic		4186193	474	12522	463624	THE PLAGUE	6017	1948
uc1.32106019547600	Albert Camus	Camus, Albert, 1913-1960	n79061368	97000332	Q34670	8	1	1948-08-22	ic	0075536498	35907717	474	12522	463624	THE PLAGUE	6017	1948
wu.89059120907	Albert Camus	Camus, Albert, 1913-1960	n79061368	97000332	Q34670	8	1	1948-08-22	ic		1511586	474	12522	463624	THE PLAGUE	6017	1948
mdp.49015003046803	Albert Camus	Camus, Albert, 1913-1960	n79061368	97000332	Q34670	8	1	1948-08-22	ic		4686431	474	12522	463624	THE PLAGUE	6017	1948
mdp.39015009012777	Richard Adams	Adams, Richard, 1920-2016,	n78079510	71386171	Q313289	7	6	1978-04-02	ic		3496427	105	2421	546538	THE PLAGUE DOGS	6018	1978
pst.000032254020	Richard Adams	Adams, Richard, 1920-2016,	n78079510	71386171	Q313289	7	6	1978-04-02	ic	0449211827	13662600	105	2421	546538	THE PLAGUE DOGS	6018	1978
mdp.39015056245577	Jean M. Auel	Auel, Jean M	n80042929	79487364	Q229996	1	12	1990-10-21	ic	0517580497	21873762	332	5675	561899	THE PLAINS OF PASSAGE	6019	1990
mdp.39015052395897	Jean M. Auel	Auel, Jean M	n80042929	79487364	Q229996	1	12	1990-10-21	ic	0553289411	24594848	332	5675	561899	THE PLAINS OF PASSAGE	6019	1990
uc1.$b103960	Ovid Williams Pierce	Pierce, Ovid Williams	n85300346	16222515	Q107167074	16	16	1953-03-22	ic		604086	11	317	1611211	THE PLANTATION	6020	1953
mdp.39015060008656	Steve Martin	Martin, Steve, 1945-	n78007718	117464226	Q16473	7	8	2003-10-19	ic	0786869216	51983421	102	2051	196778060	THE PLEASURE OF MY COMPANY	6021	2003
mdp.39015030728003	Mary Ellen Chase	Chase, Mary Ellen, 1887-1973	n50038212	69187174	Q1337504	14	5	1949-12-25	ic		940080	1	625	1898684	THE PLUM TREE	6025	1949
uc1.$b323561	Mary Ellen Chase	Chase, Mary Ellen, 1887-1973	n50038212	69187174	Q1337504	14	5	1949-12-25	ic		940080	1	625	1898684	THE PLUM TREE	6025	1949
uc1.32106018651791	Matthew Pearl	Pearl, Matthew	n2002028636	42076853	Q180223	15	15	2006-06-11	ic	9781400061037	62331113	111	2002	49238745	THE POE SHADOW	6027	2006
mdp.39015005638575	Eudora Welty	Welty, Eudora, 1909-2001	n79038434	4938026	Q259364	15	15	1954-02-28	und		290901	76	2464	48288693	THE PONDER HEART	6030	1954
mdp.39015000607195	Eudora Welty	Welty, Eudora, 1909-2001	n79038434	4938026	Q259364	15	15	1954-02-28	und		290901	76	2464	48288693	THE PONDER HEART	6030	1954
mdp.39015010751546	Eudora Welty	Welty, Eudora, 1909-2001	n79038434	4938026	Q259364	15	15	1954-02-28	und		290901	76	2464	48288693	THE PONDER HEART	6030	1954
uc1.b4086444	John Updike	Updike, John	n79018616	90712179	Q105756	14	15	1959-02-08	und		292144	56	2566	46425	THE POORHOUSE FAIR	6031	1959
mdp.39015005342616	John Updike	Updike, John	n79018616	90712179	Q105756	14	15	1959-02-08	ic	0394410505	2890911	56	2566	46425	THE POORHOUSE FAIR	6031	1959
mdp.39015005088532	John Updike	Updike, John	n79018616	90712179	Q105756	14	15	1959-02-08	ic	0394410505	2890911	56	2566	46425	THE POORHOUSE FAIR	6031	1959
uc1.b4089201	Ann Bridge	Bridge, Ann, 1889-1974	n50031175	40443276	Q13511828	9	1	1958-08-10	ic		366611	44	601	1428023	THE PORTUGUESE ESCAPE	6032	1958
mdp.39015000596919	Ann Bridge	Bridge, Ann, 1889-1974	n50031175	40443276	Q13511828	9	1	1958-08-10	ic		366611	44	601	1428023	THE PORTUGUESE ESCAPE	6032	1958
uc1.32106002109541	Paul Gallico	Gallico, Paul, 1897-1976	n79114016	109390675	Q709751	10	13	1969-09-28	ic		16806	256	1424	4915959043	THE POSEIDON ADVENTURE	6033	1969
mdp.39015066842876	Lionel Shriver	(ying)Shi, lai fu Shriver, Lionel	n86006080	99194665	Q622232	12	1	2007-04-01	ic	9780061187841	71223503	162	1860	58193740	THE POST-BIRTHDAY WORLD	6034	2007
inu.30000007045739	James M. Cain	Cain, James M. (James Mallahan), 1892-1977	n80025844	46758295	Q81071	2	6	1934-02-26	ic		220990125	158	2586	1573956	THE POSTMAN ALWAYS RINGS TWICE	6036	1934
uc1.32106006269150	James M. Cain	Cain, James M. (James Mallahan), 1892-1977	n80025844	46758295	Q81071	2	6	1934-02-26	ic		220990125	158	2586	1573956	THE POSTMAN ALWAYS RINGS TWICE	6036	1934
mdp.39015000207665	James M. Cain	Cain, James M. (James Mallahan), 1892-1977	n80025844	46758295	Q81071	2	6	1934-02-26	ic		626267	158	2586	1573956	THE POSTMAN ALWAYS RINGS TWICE	6036	1934
mdp.39015060024182	James M. Cain	Cain, James M. (James Mallahan), 1892-1977	n80025844	46758295	Q81071	2	6	1934-02-26	ic	037541438X	52715781	11	756	3943805223	THE POSTMAN ALWAYS RINGS TWICE	6036	1934
mdp.39015008865852	Mary Renault	Renault, Mary, 1905-1983	n50051045	46771767	Q235354	12	6	1979-01-07	ic	0394502736	4136218	219	1841	899068	THE PRAISE SINGER	6041	1979
uc1.b3727080	Irving Stone	Stone, Irving, 1903-1989	n50010563	51696231	Q337103	3	16	1951-10-14	ic		290459	79	2275	196067788	THE PRESIDENT'S LADY	6045	1951
mdp.49015001019935	Irving Stone	Stone, Irving, 1903-1989	n50010563	51696231	Q337103	3	16	1951-10-14	ic		290459	79	2275	196067788	THE PRESIDENT'S LADY	6045	1951
uc1.b3467565	Irving Stone	Stone, Irving, 1903-1989	n50010563	51696231	Q337103	3	16	1951-10-14	ic		13393523	79	2275	196067788	THE PRESIDENT'S LADY	6045	1951
uc1.b4361968	Robert J. Serling	Serling, Robert J.	n79105770	79295341	Q7345973	6	13	1967-11-26	ic		808528	31	900	4927579842	THE PRESIDENT'S PLANE IS MISSING	6046	1967
uc1.$b404145	Gladys Rockmore Davis	Davis, Gwen	n50035531	91317478	Q31704925	4	5	1969-07-20	ic		6366	44	295	375664196	THE PRETENDERS	6048	1969
mdp.39015058229876	Edward Rutherfurd	Rutherfurd, Edward	n86052168	34666	Q526927	8	13	2004-03-21	ic	0385502869	53926738	156	2472	392145766	THE PRINCES OF IRELAND	6053	2004
mdp.39015056679643	Alice Hoffman	Hoffman, Alice	n80046698	85550312	Q452722	15	8	2003-07-13	ic	0385507607	51460760	166	2698	687116	THE PROBABLE FUTURE	6059	2003
uc1.$b101670	Susan Ertz	Ertz, Susan	n50008969	66828200	Q7647805	15	2	1950-10-15	ic		5584515	1	119	3118592	THE PRODIGAL HEART	6062	1950
uc1.b3711262	Sinclair Lewis	Lewis, Sinclair, 1885-1951	n79023149	39380311	Q123469	1	2	1938-01-31	ic		288640	14	1274	232129899	THE PRODIGAL PARENTS	6063	1938
mdp.39015008171335	Sinclair Lewis	Lewis, Sinclair, 1885-1951	n79023149	39380311	Q123469	1	2	1938-01-31	ic		288640	14	1274	232129899	THE PRODIGAL PARENTS	6063	1938
mdp.39015048886983	Sinclair Lewis	Lewis, Sinclair, 1885-1951	n79023149	39380311	Q123469	1	2	1938-01-31	ic		288640	14	1274	232129899	THE PRODIGAL PARENTS	6063	1938
uc1.b4091321	Sinclair Lewis	Lewis, Sinclair, 1885-1951	n79023149	39380311	Q123469	1	2	1938-01-31	ic		288640	14	1274	232129899	THE PRODIGAL PARENTS	6063	1938
mdp.39015051150095	Nancy Hale	Mason, David, 1938-	n50044416	274704995	Q56424444	1	2	1942-10-12	und		217878240	12	310	1228340	THE PRODIGAL WOMEN	6064	1942
uc1.b4095402	Nancy Hale	Mason, David, 1938-	n50044416	274704995	Q56424444	1	2	1942-10-12	und		217878240	12	310	1228340	THE PRODIGAL WOMEN	6064	1942
uc1.b3688218	Nancy Hale	Hale, Nancy, 1908-1988	n50018614	91644286	Q29372160	1	2	1942-10-12	ic		4051934	44	484	149543342	THE PRODIGAL WOMEN	6064	1942
inu.30000035403876	Phillip Roth	Roth, Philip	n79125808	100235370	Q187019	15	6	1977-11-20	ic	0679749004	29387369	73	2484	450471	THE PROFESSOR OF DESIRE	6066	1977
uc1.32106005853186	Chaim Potok	Potok, Chaïm (1929-2002)	n50019835	51694687	Q560735	7	4	1969-10-05	ic		26280	90	3591	1165748	THE PROMISE	6068	1969
mdp.39015037454181	Allen Drury	Drury, Allen	n79109295	32794604	Q733850	3	8	1975-03-30	ic	0385043961	1111304	30	1214	453582	THE PROMISE OF JOY	6070	1975
mdp.39015065133673	Sholem Asch	Asch, Sholem, 1880-1957	n79114270	56628030	Q380439	12	12	1955-12-04	ic		745170	15	1307	3038123	THE PROPHET	6071	1955
uc1.b4368246	Sholem Asch	Asch, Sholem, 1880-1957	n79114270	56628030	Q380439	12	12	1955-12-04	ic		745170	15	1307	3038123	THE PROPHET	6071	1955
mdp.39015046825496	Robert Coover	Coover, Robert	n80038251	99874615	Q1282338	15	1	1977-10-02	ic	067058200X	2874068	43	1363	611166	THE PUBLIC BURNING	6073	1977
mdp.39015028747213	H.E. Bates	Bates, H. E. (Herbert Ernest), 1905-1974	n79149076	32045124	Q1608240	12	3	1948-01-18	ic		779946	38	1231	1702903	THE PURPLE PLAIN	6076	1948
uc1.$b322958	H.E. Bates	Bates, H. E. (Herbert Ernest), 1905-1974	n79149076	32045124	Q1608240	12	3	1948-01-18	ic		779946	38	1231	1702903	THE PURPLE PLAIN	6076	1948
mdp.39015073983028	Rita Mae Brown and Sneaky Pie Brown	Brown, Rita Mae	n50039592	112278657	Q242956	16	6	2008-02-17	ic	0553803654	173809102	186	2456	114458650	THE PURRFECT MURDER	6077	2008
uc1.b4091267	Nancy Mitford	Mitford, Nancy, 1904-1973	n50034891	32000532	Q260026	8	7	1946-07-07	ic		1803271	166	1625	463888	THE PURSUIT OF LOVE	6080	1946
pst.000004169291	Nancy Mitford	Mitford, Nancy, 1904-1973	n50034891	32000532	Q260026	8	7	1946-07-07	ic		1803271	166	1625	463888	THE PURSUIT OF LOVE	6080	1946
mdp.39015001796542	Nancy Mitford	Mitford, Nancy, 1904-1973	n50034891	32000532	Q260026	8	7	1946-07-07	ic		2943144	166	1625	463888	THE PURSUIT OF LOVE	6080	1946
mdp.39015011213959	Nancy Mitford	Mitford, Nancy, 1904-1973	n50034891	32000532	Q260026	8	7	1946-07-07	und		4967597	166	1625	463888	THE PURSUIT OF LOVE	6080	1946
mdp.39015030038957	Mildred Walker	Walker, Mildred, 1905-1998	n92049951	117334775	Q16014131	11	7	1947-03-09	ic		311196	16	637	57857421	THE QUARRY	6081	1947
mdp.39015059771165	Mildred Walker	Walker, Mildred, 1905-1998	n92049951	117334775	Q16014131	11	7	1947-03-09	ic		311196	16	637	57857421	THE QUARRY	6081	1947
uc1.$b63868	Mildred Walker	Walker, Mildred, 1905-1998	n92049951	117334775	Q16014131	11	7	1947-03-09	ic		6971433	16	637	57857421	THE QUARRY	6081	1947
uc1.32106015865600	Anne Rice	Rice, Anne	n79068491	111989334	Q184785	1	5	1988-10-23	ic	0394558235	17877791	278	3825	2791993446	THE QUEEN OF THE DAMNED	6083	1988
inu.30000007177714	Graham Greene	Greene, Graham (1904-1991)	n79021903	59083415	Q128560	4	16	1956-03-25	ic		530728	198	7132	48610715	THE QUIET AMERICAN	6088	1956
uc1.32106005782880	Graham Greene	Greene, Graham (1904-1991)	n79021903	59083415	Q128560	4	16	1956-03-25	ic		254565831	198	7132	48610715	THE QUIET AMERICAN	6088	1956
pst.000045449451	Graham Greene	Greene, Graham (1904-1991)	n79021903	59083415	Q128560	4	16	1956-03-25	ic		316836214	198	7132	48610715	THE QUIET AMERICAN	6088	1956
mdp.39015040093448	Graham Greene	Greene, Graham (1904-1991)	n79021903	59083415	Q128560	4	16	1956-03-25	ic		365697	198	7132	48610715	THE QUIET AMERICAN	6088	1956
pst.000024240635	Graham Greene	Greene, Graham (1904-1991)	n79021903	59083415	Q128560	4	16	1956-03-25	ic		1072697	198	7132	48610715	THE QUIET AMERICAN	6088	1956
mdp.39015003449694	Graham Greene	Greene, Graham (1904-1991)	n79021903	59083415	Q128560	4	16	1956-03-25	ic		17364434	198	7132	48610715	THE QUIET AMERICAN	6088	1956
mdp.39015004668896	Graham Greene	Greene, Graham (1904-1991)	n79021903	59083415	Q128560	4	16	1956-03-25	ic		3506014	198	7132	48610715	THE QUIET AMERICAN	6088	1956
mdp.39015004669381	Graham Greene	Greene, Graham (1904-1991)	n79021903	59083415	Q128560	4	16	1956-03-25	ic		3506014	198	7132	48610715	THE QUIET AMERICAN	6088	1956
mdp.39015004669233	Graham Greene	Greene, Graham (1904-1991)	n79021903	59083415	Q128560	4	16	1956-03-25	ic		3506014	198	7132	48610715	THE QUIET AMERICAN	6088	1956
pst.000020909192	Graham Greene	Greene, Graham (1904-1991)	n79021903	59083415	Q128560	4	16	1956-03-25	ic	0679600140	25788267	198	7132	48610715	THE QUIET AMERICAN	6088	1956
mdp.49015003205128	Graham Greene	Greene, Graham (1904-1991)	n79021903	59083415	Q128560	4	16	1956-03-25	ic	0143039024	56808713	198	7132	48610715	THE QUIET AMERICAN	6088	1956
mdp.39015003687723	Noah Gordon	Gordon, Noah 1926-2021	n85266625	17250078	Q458618	7	15	1965-08-29	ic		1098690	128	1310	963294	THE RABBI	6090	1965
mdp.39015005001121	Nevil Shute	Shute, Nevil, 1899-1960	n50022830	7510005	Q356639	10	11	1958-11-16	und		869719	94	1228	867666	THE RAINBOW AND THE ROSE	6095	1958
uc1.$b106292	Nevil Shute	Shute, Nevil, 1899-1960	n50022830	7510005	Q356639	10	11	1958-11-16	und		869719	94	1228	867666	THE RAINBOW AND THE ROSE	6095	1958
mdp.39015030851094	Louis Bromfield	Bromfield, Louis, 1896-1956	n80040365	14766865	Q500042	3	4	1937-11-01	ic		279952	60	1708	352088098	THE RAINS CAME	6097	1937
mdp.39015042086333	Louis Bromfield	Bromfield, Louis, 1896-1956	n80040365	14766865	Q500042	3	4	1937-11-01	ic	1568491905	40093584	60	1708	352088098	THE RAINS CAME	6097	1937
uc1.b4089393	Louis Bromfield	Bromfield, Louis, 1896-1956	n80040365	14766865	Q500042	3	4	1937-11-01	ic		26227272	60	1708	352088098	THE RAINS CAME	6097	1937
miun.acm3742.0001.001	Louis Bromfield	Bromfield, Louis, 1896-1956	n80040365	14766865	Q500042	3	4	1937-11-01	ic		1194643949	60	1708	352088098	THE RAINS CAME	6097	1937
mdp.49015000566555	Louis Bromfield	Bromfield, Louis, 1896-1956	n80040365	14766865	Q500042	3	4	1937-11-01	ic	0884115054	2710221	60	1708	352088098	THE RAINS CAME	6097	1937
mdp.39015041103303	Danielle Steel	Steel, Danielle	n80061569	100238676	Q72653	2	10	1997-04-20	ic	0385316348	35262470	206	3887	831838	THE RANCH	6099	1997
uc1.b3810655	Alexander Cordell	Cordell, Alexander	n50016386	54118397	Q3406550	12	13	1959-06-14	ic		367851	51	616	1432703	THE RAPE OF THE FAIR COUNTRY	6100	1959
mdp.39015000692783	Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	1	2	1944-05-14	ic		2437607	182	6206	4624	THE RAZOR'S EDGE	6102	1944
mdp.39015040352752	Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	1	2	1944-05-14	ic		2437607	182	6206	4624	THE RAZOR'S EDGE	6102	1944
uc1.32106005496515	Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	1	2	1944-05-14	ic		2811262	182	6206	4624	THE RAZOR'S EDGE	6102	1944
mdp.39076002828205	Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	1	2	1944-05-14	ic		8233629	182	6206	4624	THE RAZOR'S EDGE	6102	1944
pst.000029574223	Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	1	2	1944-05-14	ic		77687101	182	6206	4624	THE RAZOR'S EDGE	6102	1944
mdp.39015040129598	Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	1	2	1944-05-14	ic		2002381	182	6206	4624	THE RAZOR'S EDGE	6102	1944
mdp.39076006766773	Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	1	2	1944-05-14	ic	434456128	1964227	182	6206	4624	THE RAZOR'S EDGE	6102	1944
mdp.39015010242868	Somerset Maugham	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	66470937	Q134942	1	2	1944-05-14	ic	0140018603	4875454	182	6206	4624	THE RAZOR'S EDGE	6102	1944
mdp.39015063249612	Edward Rutherfurd	Rutherfurd, Edward	n86052168	34666	Q526927	10	8	2006-03-19	ic	0385512899	63817003	146	1893	392206264	THE REBELS OF IRELAND	6104	2006
mdp.39015011909549	Louis Auchincloss	Auchincloss, Louis	n79042194	87919936	Q1621598	1	11	1964-08-02	ic		279743	62	2408	468780	THE RECTOR OF JUSTIN	6106	1964
mdp.39015038919190	Louis Auchincloss	Auchincloss, Louis	n79042194	87919936	Q1621598	1	11	1964-08-02	ic		279743	62	2408	468780	THE RECTOR OF JUSTIN	6106	1964
mdp.39015050506545	Louis Auchincloss	Auchincloss, Louis	n79042194	87919936	Q1621598	1	11	1964-08-02	ic	0679641025	44720648	62	2408	468780	THE RECTOR OF JUSTIN	6106	1964
uc1.b4450978	Anthony Hyde	Hyde, Anthony, 1946-	n84203984	2491485	Q18687886	10	15	1985-09-29	ic	0394544439	11756359	49	1693	5010257	THE RED FOX	6107	1985
mdp.39015046878362	Nora Roberts	Roberts, Nora	n84034440	66448023	Q231356	4	10	1998-10-18	ic	0399144412	39013740	198	3859	807616	THE REEF	6115	1998
mdp.39015007023560	William Faulkner	Faulkner, William 1897-1962	n79003304	39376770	Q38392	4	11	1962-06-24	ic		964987	145	5435	49729325	THE REIVERS	6118	1962
mdp.39015003343772	William Faulkner	Faulkner, William 1897-1962	n79003304	39376770	Q38392	4	11	1962-06-24	ic		964987	145	5435	49729325	THE REIVERS	6118	1962
mdp.39015046336486	William Faulkner	Faulkner, William 1897-1962	n79003304	39376770	Q38392	4	11	1962-06-24	ic		964987	145	5435	49729325	THE REIVERS	6118	1962
inu.30000123932521	William Faulkner	Faulkner, William 1897-1962	n79003304	39376770	Q38392	4	11	1962-06-24	ic		4901103	145	5435	49729325	THE REIVERS	6118	1962
pst.000019514314	Margery Sharp	Sharp, Margery	n50022237	39384215	Q439059	11	1	1960-01-03	ic	0440473780	4403950	122	2081	138043154	THE RESCUERS	6125	1960
mdp.39015002582362	Leo Rosten	Rosten, Leo, 1908-1997	n80051100	108897621	Q3029344	13	15	1959-11-08	ic		391898	2	1050	60039121	THE RETURN OF H*Y*M*A*N K*A*P*L*A*N	6128	1959
uc1.b4437765	Leo Rosten	Rosten, Leo, 1908-1997	n80051100	108897621	Q3029344	13	15	1959-11-08	ic		391898	2	1050	60039121	THE RETURN OF H*Y*M*A*N K*A*P*L*A*N	6128	1959
mdp.39015005743078	Nancy Wilson Ross	Ross, Nancy Wilson, 1901-1986	n80070421	92490926	Q19518982	14	15	1957-11-24	ic		174699	2	437	1306453	THE RETURN OF LADY BRACE	6129	1957
mdp.39015034277312	Deepak Chopra	Chopra, Deepak		198201579		15	9	1995-09-10	ic	0517598493	32093761	45	1527	196803188	THE RETURN OF MERLIN	6130	1995
mdp.39015000244767	Robert Ludlum	Ludlum, Robert, 1927-2001	n79147847	109373898	Q224113	8	1	1974-10-06	ic	0803775326	922791	127	2172	4240196964	THE RHINEMANN EXCHANGE	6136	1974
uc1.b3435062	Susan Howatch	Howatch, Susan	n80015823	111605599	Q958469	9	1	1977-05-08	ic	067122669X	2645899	211	1468	5908500	THE RICH ARE DIFFERENT	6137	1977
mdp.39015066844047	Jeff Shaara	Shaara, Jeff, 1952-	n95117883	92752529	Q2748902	8	12	2006-11-26	ic	9780345461414	70483608	225	2730	196792292	THE RISING TIDE	6145	2006
mdp.39015046361815	Rumer Godden	Godden, Rumer, 1907-1998	n79063768	110463979	Q434735	13	7	1946-11-17	ic		2381748	46	1540	57066245	THE RIVER	6146	1946
uc1.$b242952	Rumer Godden	Godden, Rumer, 1907-1998	n79063768	110463979	Q434735	13	7	1946-11-17	ic		2271857	46	1540	57066245	THE RIVER	6146	1946
mdp.39015042566888	Alice Hoffman	Hoffman, Alice	n80046698	85550312	Q452722	12	5	2000-08-06	ic	0399145990	43481792	118	2815	12756356	THE RIVER KING	6147	2000
uc1.b3710829	Frances Parkinson Keyes	Keyes, Frances Parkinson, 1885-1970	n50045818	44300783	Q5478889	3	6	1945-12-23	ic		774754	33	993	1448355	THE RIVER ROAD	6149	1945
mdp.39015030701026	Frances Parkinson Keyes	Keyes, Frances Parkinson, 1885-1970	n50045818	44300783	Q5478889	3	6	1945-12-23	ic		285356	33	993	1448355	THE RIVER ROAD	6149	1945
uc1.b3295178	Frank G. Slaughter	Slaughter, Frank G. (Frank Gill), 1908-2001	n79089585	103152570	Q934642	10	1	1951-09-16	ic		366570	12	759	9323092320	THE ROAD TO BITHYNIA	6152	1951
uc1.$b63876	Maurice Walsh	Walsh, Maurice, 1879-1964	n85277099	37816306	Q3301525	6	7	1934-07-16	ic		3741813	12	193	3377150235	THE ROAD TO NOWHERE	6154	1934
mdp.39015027242315	Margaret Atwood	Atwood, Margaret, 1939-	n79102766	109322990	Q183492	12	11	1993-11-28	ic	0385472161	28375010	268	4450	141524634	THE ROBBER BRIDE	6156	1993
pst.000032787078	Margaret Atwood	Atwood, Margaret, 1939-	n79102766	109322990	Q183492	12	11	1993-11-28	ic	0553569058	32032239	268	4450	141524634	THE ROBBER BRIDE	6156	1993
mdp.39015009191191	Lloyd C. Douglas	Douglas, Lloyd C. (Lloyd Cassel), 1877-1951	n85335454	76521596	Q1318617	1	5	1942-11-09	ic	0395076358	409389	203	4956	573592	THE ROBE	6157	1942
pst.000032524437	Lloyd C. Douglas	Douglas, Lloyd C. (Lloyd Cassel), 1877-1951	n85335454	76521596	Q1318617	1	5	1942-11-09	ic	0395076358	409389	203	4956	573592	THE ROBE	6157	1942
mdp.39015043785875	Lloyd C. Douglas	Douglas, Lloyd C. (Lloyd Cassel), 1877-1951	n85335454	76521596	Q1318617	1	5	1942-11-09	ic	0395076358	409389	203	4956	573592	THE ROBE	6157	1942
uc1.b4097395	Lloyd C. Douglas	Heydt, Herman A. (Herman August), 1868-1941	no93028048	2040838	Q94275701	1	5	1942-11-09	ic		215431905	0	24	19936608	THE ROBE	6157	1942
