ranking,title,author,publisher,publisher_variants,date,genre,publication_date,publication_location,marc_country_code,isbn_number,oclc_number,viaf_permalink,viaf_id,source_link,unique_id
23,Time's Wallet,"Katz, Steve",Counterpath Press,,October-December 2010,Nonfiction,2011,"Denver, CO",cou,9781933996226,662153942,http://viaf.org/viaf/24618221,24618221,https://web.archive.org/web/20220518085639/https://www.spdbooks.org/pages/bestsellers/nonfiction/nonfiction-bestsellers-october-december-2010.aspx,SPD2091
24,Bridges in the Mind: An Artist's Handbook for Everyday Living,"Roccaforte, Marianne",Benu Press,,October-December 2010,Nonfiction,2010,"Hopkins, MN",mnu,9780981516356,690088349,http://viaf.org/viaf/173789463,173789463,https://web.archive.org/web/20220518085639/https://www.spdbooks.org/pages/bestsellers/nonfiction/nonfiction-bestsellers-october-december-2010.aspx,SPD2092
25,Childhood...Literary and Cinematic Inspiration,"Altman, Carol S.",Cinelit Publishing,,October-December 2010,Nonfiction,2010,"Denver, CO",cou,9780981772714,655250830,http://viaf.org/viaf/60993795,60993795,https://web.archive.org/web/20220518085639/https://www.spdbooks.org/pages/bestsellers/nonfiction/nonfiction-bestsellers-october-december-2010.aspx,SPD2093
26,Descartes' Devil: Three Meditations,"Grünbein, Durs",Upper West Side Philosophers,"Upper West Side Philosophers, Inc.",October-December 2010,Nonfiction,2010,"New York, NY",nyu,9781935830177,921412625,http://viaf.org/viaf/32180288,32180288,https://web.archive.org/web/20220518085639/https://www.spdbooks.org/pages/bestsellers/nonfiction/nonfiction-bestsellers-october-december-2010.aspx,SPD2094
27,The 5th Inning,"Miller, E. Ethelbert",PM Press,,October-December 2010,Nonfiction,2009,"Oakland, CA",cau,9781604860627,842259754,http://viaf.org/viaf/114284092,114284092,https://web.archive.org/web/20220518085639/https://www.spdbooks.org/pages/bestsellers/nonfiction/nonfiction-bestsellers-october-december-2010.aspx,SPD2095
28,The Principle of Measure in Composition by Field: Projective Verse II,"Olson, Charles",Chax Press,CHAX,October-December 2010,Nonfiction,2010,"Tucson, AZ",azu,9780925904959,644803341,http://viaf.org/viaf/27091190,27091190,https://web.archive.org/web/20220518085639/https://www.spdbooks.org/pages/bestsellers/nonfiction/nonfiction-bestsellers-october-december-2010.aspx,SPD2096
29,Korean Film Directors: Hong Sang-soo,"Moonyung, Huh",Seoul Selection,,October-December 2010,Nonfiction,2008,Seoul,ko,9788991913196,263047076,http://viaf.org/viaf/9657611,9657611,https://web.archive.org/web/20220518085639/https://www.spdbooks.org/pages/bestsellers/nonfiction/nonfiction-bestsellers-october-december-2010.aspx,SPD2097
30,Practicing Theory in Second Language Writing,"Silva, Tony (editor) ; Matsuda, Paul Kei (editor)",Parlor Press,,October-December 2010,Nonfiction,2010,"West Lafayette, IN",inu,9781602351387,463454290,http://viaf.org/viaf/28862306 ; http://viaf.org/viaf/20915355,28862306 ; 20915355,https://web.archive.org/web/20220518085639/https://www.spdbooks.org/pages/bestsellers/nonfiction/nonfiction-bestsellers-october-december-2010.aspx,SPD2098
1,Rust or Go Missing,"Brown, Lily",Cleveland State University Poetry Center,,December 2010,Poetry,2011,"Cleveland, OH",ohu,9781880834916,163208065,http://viaf.org/viaf/16161390592358260966,16161390592358260966,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2099
2,Breaking Poems,"Hammad, Suheir",Cypher Books,,December 2010,Poetry,2008,"New York, NY",nyu,9780981913124,276652617,http://viaf.org/viaf/107076667,107076667,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2100
3,Clamor: Poems,"Fenton, Elyse",Cleveland State University Poetry Center,,December 2010,Poetry,2010,"Cleveland, OH",ohu,9781880834893,494285007,http://viaf.org/viaf/103487801,103487801,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2101
4,Ten Walks/Two Talks,"Cotner, Jon ; Fitch, Andy",Ugly Duckling Presse,,December 2010,Poetry,2010,"Brooklyn, NY",nyu,9781933254678,506019933,http://viaf.org/viaf/121793768 ; http://viaf.org/viaf/121975893,121793768 ; 121975893,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2102
5,Say So,"Malech, Dora",Cleveland State University Poetry Center,,December 2010,Poetry,2010,"Cleveland, OH",ohu,9781880834923,642509917,http://viaf.org/viaf/43835850,43835850,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2103
6,100 Notes on Violence,"Carr, Julie",Ahsahta Press,,December 2010,Poetry,2010,"Boise, ID",idu,9781934103111,421149279,http://viaf.org/viaf/26453380,26453380,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2104
7,The Last 4 Things,"Greenstreet, Kate",Ahsahta Press,,December 2010,Poetry,2009,"Boise, ID",idu,9781934103098,319601776,http://viaf.org/viaf/58500527,58500527,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2105
8,"Born Palestinian, Born Black & The Gaza Suite","Hammad, Suheir",UpSet Press,,December 2010,Poetry,2010,"Brooklyn, NY",nyu,9780976014225,672352840,http://viaf.org/viaf/107076667,107076667,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2106
9,Greensward,"Swensen, Cole",Ugly Duckling Presse,,December 2010,Poetry,2010,"Brooklyn, NY",nyu,9781933254654,652743713,http://viaf.org/viaf/34594117,34594117,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2107
10,Face,"Alexie, Sherman",Hanging Loose Press,,December 2010,Poetry,2009,"Brooklyn, NY",nyu,9781931236706,268957341,http://viaf.org/viaf/46892548,46892548,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2108
11,From Milltown to Malltown,"Daniels, Jim ; McCafferty, Jane ; Brodsky, Charlee ",Marick Press,,December 2010,Poetry,2010,"Grosse Pointe Farms, MI",miu,9781934851166,671916461,http://viaf.org/viaf/13503160 ; http://viaf.org/viaf/77975043 ; http://viaf.org/viaf/34366941,13503160 ; 77975043 ; 34366941,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2109
12,Humanimal: A Project for Future Children,"Kapil, Bhanu",Kelsey Street Press,,December 2010,Poetry,2009,"Berkeley, CA",cau,9780932716774,1475166812,http://viaf.org/viaf/29085938,29085938,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2110
13,The Kenning Anthology of Poets Theater: 1945-1985,"Killian, Kevin (editor) ; Brazil, David (editor)",Kenning Editions,,December 2010,Poetry,2010,"Chicago, IL",ilu,9780976736455,495272893,http://viaf.org/viaf/46907829 ; http://viaf.org/viaf/71564493,46907829 ; 71564493,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2111
14,Public Domain,"Torre, Mónica de la",Roof Books,,December 2010,Poetry,2008,"New York, NY",nyu,9781931824309,810097567,http://viaf.org/viaf/6932868,6932868,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2112
15,The Irrationalist,"Buffam, Suzanne",Canarium Books,,December 2010,Poetry,2020,"New York, NY",nyu,9780996982788,566239188,http://viaf.org/viaf/33869912,33869912,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2113
16,A Cloud of Witnesses,"Stumpf, Jason",Quale Press,,December 2010,Poetry,2010,"Williamsburg, MA",mau,9781935835011,679938962,http://viaf.org/viaf/58609763,58609763,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2114
17,Resonance,"Jackson, Richard",Ashland Poetry Press,,December 2010,Poetry,2010,"Ashland, OH",ohu,9780912592695,495272777,http://viaf.org/viaf/85479478,85479478,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2115
18,More Radiant Signal,"Leslie, Juliana",Letter Machine Editions,,December 2010,Poetry,2010,"Chicago, IL",ilu,9780981522746,681356133,http://viaf.org/viaf/58791241,58791241,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2116
19,The Place That Inhabits Us: Poems from the San Francisco Bay Watershed,Sixteen Rivers Press (editor),Sixteen Rivers Press,,December 2010,Poetry,2010,"San Francisco, CA",cau,9780981981611,977814767,http://viaf.org/viaf/123357788,123357788,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2117
20,Procedural Elegies/Western Civ Cont'd/,"Retallack, Joan",Roof Books,,December 2010,Poetry,2010,"New York, NY",nyu,9781931824392,647310940,http://viaf.org/viaf/2713980,2713980,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2118
21,"Scary, No Scary","Schomburg, Zachary",Black Ocean,,December 2010,Poetry,2009,"Boston, MA",mau,9780977770991,794781146,http://viaf.org/viaf/31433478,31433478,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2119
22,Nick Demske,"Demske, Nick",Fence Books,,December 2010,Poetry,2010,"Albany, NY",nyu,9781934200391,694087490,http://viaf.org/viaf/168527721,168527721,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2120
23,Song for His Disappeared Love/Canto a Su Amor Desaparecido,"Zurita, Raúl",Action Books,,December 2010,Poetry,2010,"Notre Dame, IN",inu,9780979975578,641542245,http://viaf.org/viaf/64033167,64033167,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2121
24,Zone : Zero,"Strickland, Stephanie",Ahsahta Press,,December 2010,Poetry,2008,"Boise, ID",idu,9781934103012,182621412,http://viaf.org/viaf/21228637,21228637,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2122
25,Poems of the Black Object,"Wilson, Ronaldo V.",Futurepoem Books,Futurepoem,December 2010,Poetry,2009,"New York, NY",nyu,9780982279809,1055239559,http://viaf.org/viaf/169378268,169378268,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2123
26,Mexican Poetry Today: 20/20 Voices,"France de Bravo, Brandel (editor)",Shearsman Books,,December 2010,Poetry,2010,"Exeter, UK",xxk,9781848610576,607975590,http://viaf.org/viaf/14122337,14122337,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2124
27,The Takeaway Bin,"Mirosevich, Toni",Spuyten Duyvil,,December 2010,Poetry,2010,"New York, NY",nyu,9781933132815,627693343,http://viaf.org/viaf/28778328,28778328,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2125
28,When You Say One Thing but Mean Your Mother,"Broder, Melissa",Ampersand Books,,December 2010,Poetry,2010,Not Identified,xx,9780984102549,557301940,http://viaf.org/viaf/143488954,143488954,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2126
29,Bathsheba Transatlantic,"Wetzel, Sarah",Anhinga Press,,December 2010,Poetry,2010,"Tallahassee, FL",flu,9781934695210,679937103,http://viaf.org/viaf/161050432,161050432,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2127
30,The New Poetics,"Timmons, Mathew",Les Figues Press,,December 2010,Poetry,2010,"Los Angeles, CA",cau,9781934254158,690879122,http://viaf.org/viaf/96874635,96874635,https://web.archive.org/web/20230208044057/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-december-2010.aspx,SPD2128
1,Haywire,"Rutkowski, Thaddeus",Starcherone Books,,December 2010,Fiction,2011,"Buffalo, NY",nyu,9780984213313,646115695,http://viaf.org/viaf/34359652,34359652,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2129
2,Who Was Changed and Who Was Dead,"Comyns, Barbara","Dorothy, a publishing project",,December 2010,Fiction,2010,"Urbana, IL",ilu,9780984469314,662410397,http://viaf.org/viaf/109172601,109172601,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2130
3,Event Factory,"Gladman, Renee","Dorothy, a publishing project",,December 2010,Fiction,2010,"Urbana, IL",ilu,9780984469307,687723379,http://viaf.org/viaf/36456769,36456769,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2131
4,The Dihedrons Gazelle-Dihedrals Zoom,"Scalapino, Leslie",The Post-Apollo Press,,December 2010,Fiction,2010,"Sausalito, CA",cau,9780942996722,614396707,http://viaf.org/viaf/93303045,93303045,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2132
5,Khirbet Khizeh,"Yizhar, S.",Ibis Editions,,December 2010,Fiction,2008,Jerusalem,,9780374535568,181140315,http://viaf.org/viaf/51736133,51736133,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2133
6,Unclean Jobs for Women and Girls,"Nutting, Alissa",Starcherone Books,,December 2010,Fiction,2010,"Buffalo, NY",nyu,9780062699862,1017599413,http://viaf.org/viaf/134120357,134120357,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2134
7,The Old Whitaker Place,"Chambers, David",Miami University Press,,December 2010,Fiction,2010,"Oxford, OH",ohu,9781450700924,502158602,,,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2135
8,Color Plates,"Golaski, Adam",Rose Metal Press,,December 2010,Fiction,2010,"Brookline, MA",mau,9780984616602,1037954333,http://viaf.org/viaf/39165308,39165308,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2136
9,The Wabash Trilogy,"Palmer, William J.",Parlor Press,,December 2010,Fiction,2010,"West Lafayette, IN",inu,9781602351684,1043360851,http://viaf.org/viaf/59229469,59229469,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2137
10,Stories in the Worst Way,"Lutz, Garielle",Calamari Press,"Calamari Archive, ink. ; Calamari Archive",December 2010,Fiction,2009,"Detroit, MI",miu,9780979808074,429509846,http://viaf.org/viaf/33719664,33719664,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2138
11,Everything Faces All Ways at Once,"Summerfield, Zulema Renee",Fourteen Hills Press,,December 2010,Fiction,2010,"San Francisco, CA",cau,9781889292243,679938834,http://viaf.org/viaf/171318632,171318632,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2139
12,Lunar Braceros 2125-2148,"Sánchez, Rosaura ; Pita, Beatrice",Calaca Press,,December 2010,Fiction,2009,"National City, CA",cau,9780984335909,503074186,http://viaf.org/viaf/69092709 ; http://viaf.org/viaf/275775225,69092709 ; 275775225,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2140
13,The Cosmopolitans,"Kalman, Nadia",Livingston Press,,December 2010,Fiction,2010,"Livingston, AL",alu,9781604890662,664428197,http://viaf.org/viaf/167527618,167527618,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2141
14,Easter Rabbit,"Young, Joseph",Publishing Genius Press,,December 2010,Fiction,2009,"Baltimore, MD",mdu,9780982081341,495272926,http://viaf.org/viaf/21703802,21703802,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2142
15,Master of Miniatures,"Shepard, Jim",Solid Objects,,December 2010,Fiction,2011,"New York, NY",nyu,9780984414239,739052182,http://viaf.org/viaf/39613753,39613753,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2143
16,Ever: a Novella,"Butler, Blake",Calamari Press,"Calamari Archive, ink. ; Calamari Archive",December 2010,Fiction,2009,Nairobi,ke,9780979808067,312015135,http://viaf.org/viaf/101462645,101462645,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2144
17,Homicide Survivors Picnic and Other Stories,"López, Lorraine M.",BkMk Press at the University of Missouri-Kansas City,BkMk Press,December 2010,Fiction,2009,"Kansas City, MO",mou,9781886157729,430736554,http://viaf.org/viaf/65824381,65824381,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2145
18,The Evolutionary Revolution,"Hoang, Lily K.",Les Figues Press,,December 2010,Fiction,2010,"Los Angeles, CA",cau,9781934254141,644248726,http://viaf.org/viaf/776144928081654341606,776144928081654341606,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2146
19,"Encyclopedia Volume 2, F-K","Bryant, Tisa (editor) ; Mellis, Miranda F. (editor) ; Schatz, Kate (editor)",Encyclomedia,,December 2010,Fiction,2010,"Providence, RI",riu,9780977344314,71829994,http://viaf.org/viaf/61094906 ; http://viaf.org/viaf/14733086 ; http://viaf.org/viaf/39340364,61094906 ; 14733086 ; 39340364,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2147
20,The Really Funny Thing About Apathy,"Martin, Chelsea",sunnyoutside,,December 2010,Fiction,2010,"Buffalo, NY",nyu,9781934513248,694373261,http://viaf.org/viaf/121949970,121949970,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2148
21,Beauties: A Novel,"Troy, Mary",BkMk Press at the University of Missouri-Kansas City,BkMk Press,December 2010,Fiction,2010,"Kansas City, MO",mou,9781886157743,649701722,http://viaf.org/viaf/31304534,31304534,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2149
22,Talismans,"Baker, Sybil",C&R Press,,December 2010,Fiction,2013,"Chattanooga, TN",tnu,9781936196036,1040694043,http://viaf.org/viaf/103456610,103456610,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2150
23,Babyfucker,"Allemann, Urs",Les Figues Press,,December 2010,Fiction,2009,"Los Angeles, CA",cau,9781934254165,475001780,http://viaf.org/viaf/29559383,29559383,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2151
24,The Blaft Anthology of Tamil Pulp Fiction: Volume 2,"Khanna, Rakesh (editor)",Blaft Publications,,December 2010,Fiction,2017,Chennai,ii,9788190605601,1224158764,http://viaf.org/viaf/19165927,19165927,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2152
25,O Amazonas Escuro,"Garber, Eugene K.",Swank Books,,December 2010,Fiction,2010,"Boston, MA",mau,9780974428888,690879125,http://viaf.org/viaf/273220331,273220331,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2153
26,Arrival of the Snake-Woman: Stories,"Senior, Olive",TSAR Publications,,December 2010,Fiction,2009,"Toronto, ON",onc,9781894770538,434559568,http://viaf.org/viaf/76349656,76349656,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2154
27,Live from Fresno y Los,"Gutierrez, Stephen D.",Bear Star Press,,December 2010,Fiction,2009,"Cohasset, CA",cau,9780979374531,394938745,http://viaf.org/viaf/3171160667662803560000,3171160667662803560000,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2155
28,Wreckage of Reason: Xxperimental Prose by Contemporary Women Writers,"Renek, Nava (editor)",Spuyten Duyvil,,December 2010,Fiction,2008,"New York, NY",nyu,9781933132631,214322916,http://viaf.org/viaf/31371720,31371720,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2156
29,Cuba on My Mind,"Wainwright, Katie",Livingston Press,,December 2010,Fiction,2010,"Livingston, AL",alu,9781604890624,650960119,http://viaf.org/viaf/171447444,171447444,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2157
30,Merit Badges,"Fenton, Kevin",New Issues Poetry & Prose,,December 2010,Fiction,2011,"Kalamazoo, MI",miu,9781936970032,662407811,http://viaf.org/viaf/66277971,66277971,https://web.archive.org/web/20150705052150/http://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-december-2010.aspx,SPD2158
1,Up Jump the Boogie: Poems,"Murillo, John",Cypher Books,,January 2011,Poetry,2010,"New York, NY",nyu,9780981913148,495272840,http://viaf.org/viaf/107462296,107462296,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2159
2,Clamor: Poems,"Fenton, Elyse",Cleveland State University Poetry Center,,January 2011,Poetry,2010,"Cleveland, OH",ohu,9781880834893,494285007,http://viaf.org/viaf/103487801,103487801,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2160
3,Ten Walks/Two Talks,"Cotner, Jon ; Fitch, Andy",Ugly Duckling Presse,,January 2011,Poetry,2010,"Brooklyn, NY",nyu,9781933254678,506019933,http://viaf.org/viaf/121793768 ; http://viaf.org/viaf/121975893,121793768 ; 121975893,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2161
4,Mule,"McCrae, Shane",Cleveland State University Poetry Center,,January 2011,Poetry,2021,"Cleveland, OH",ohu,9781880834930,1277276155,http://viaf.org/viaf/122179516,122179516,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2162
5,Ventrakl,"Hawkey, Christian",Ugly Duckling Presse,,January 2011,Poetry,2010,"Brooklyn, NY",nyu,9781933254647,652743715,http://viaf.org/viaf/80475734,80475734,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2163
6,Humanimal: A Project for Future Children,"Kapil, Bhanu",Kelsey Street Press,,January 2011,Poetry,2009,"Berkeley, CA",cau,9780932716774,1475166812,http://viaf.org/viaf/29085938,29085938,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2164
7,Hank,"Smith, Abraham",Action Books,,January 2011,Poetry,2010,"Notre Dame, IN",inu,9780979975585,673579563,http://viaf.org/viaf/289405236,289405236,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2165
8,"Born Palestinian, Born Black & The Gaza Suite","Hammad, Suheir",UpSet Press,,January 2011,Poetry,2010,"Brooklyn, NY",nyu,9780976014225,672352840,http://viaf.org/viaf/107076667,107076667,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2166
9,100 Notes on Violence,"Carr, Julie",Ahsahta Press,,January 2011,Poetry,2010,"Boise, ID",idu,9781934103111,421149279,http://viaf.org/viaf/26453380,26453380,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2167
10,Poems of the Black Object,"Wilson, Ronaldo V.",Futurepoem Books,Futurepoem,January 2011,Poetry,2009,"New York, NY",nyu,9780982279809,1055239559,http://viaf.org/viaf/169378268,169378268,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2168
11,The Book of Frank,CAConrad,Chax Press,CHAX,January 2011,Poetry,2009,"Tucson, AZ",azu,9781933517490,645248360,http://viaf.org/viaf/305335887,305335887,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2169
12,Meddle English: New and Selected Texts,"Bergvall, Caroline",Nightboat Books,,January 2011,Poetry,2011,"Callicoon, NY",nyu,9780982264584,609537820,http://viaf.org/viaf/63155325,63155325,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2170
13,Beauport,"Colby, Kate",Litmus Press,,January 2011,Poetry,2010,"Brooklyn, NY",nyu,9781933959115,504279090,http://viaf.org/viaf/2238432,2238432,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2171
14,Procedural Elegies/Western Civ Cont'd/,"Retallack, Joan",Roof Books,,January 2011,Poetry,2010,"New York, NY",nyu,9781931824392,647310940,http://viaf.org/viaf/2713980,2713980,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2172
15,Song for His Disappeared Love/Canto a Su Amor Desaparecido,"Zurita, Raúl",Action Books,,January 2011,Poetry,2010,"Notre Dame, IN",inu,9780979975578,641542245,http://viaf.org/viaf/64033167,64033167,https://web.archive.org/web/20230208032526/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-january-2011.aspx,SPD2173
