ranking,title,author,publisher,publisher_variants,date,genre,publication_date,publication_location,marc_country_code,isbn_number,oclc_number,viaf_permalink,viaf_id,source_link,unique_id
6,Black Dog Songs,"Jarnot, Lisa",Flood Editions,,August 2006,Poetry,2003,"Chicago, IL",ilu,9780971005990,54000608,http://viaf.org/viaf/106736247,106736247,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0096
7,Doubled Flowering: From the Notebooks of Araki Yasusada,"Johnson, Kent",Roof Books,,August 2006,Poetry,1997,"New York, NY",nyu,9780937804711,38188421,http://viaf.org/viaf/45792290,45792290,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0097
8,Jazz Fan Looks Back,"Cortez, Jayne",Hanging Loose Press,,August 2006,Poetry,2002,"Brooklyn, NY",nyu,9781931236102,48661300,http://viaf.org/viaf/19691993,19691993,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0098
9,The Smallest Muscle in the Human Body,"Ríos, Alberto",Copper Canyon Press,,August 2006,Poetry,2002,"Port Townsend, WA",wau,9781556591730,48263679,http://viaf.org/viaf/32048676,32048676,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0099
10,The Blossoms are Ghosts at the Wedding: Selected Poems and Essays,"Jay, Tom",Empty Bowl,,August 2006,Poetry,2006,"Port Townsend, WA",wau,9781929355358,73172828,http://viaf.org/viaf/9077615,9077615,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0100
11,Do Not Awaken Them with Hammers: Poems,"Dimkovska, Lidija ; Arsovska, Ljubica (translator) ; Reid, Peggy (translator)",Ugly Duckling Presse,,August 2006,Poetry,2006,"Brooklyn, NY",nyu,9781933254142,64289274,http://viaf.org/viaf/166699195 ; http://viaf.org/viaf/255319757 ; http://viaf.org/viaf/311325098,166699195 ; 255319757 ; 311325098,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0101
12,Cheerleader's Guide to the World: Council Book,"Doris, Stacy",Roof Books,,August 2006,Poetry,2006,"New York, NY",nyu,9781931824187,68810580,http://viaf.org/viaf/46920235,46920235,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0102
13,Dust and Conscience (Book of the Familiar),"Tran, Truong",Apogee Press,,August 2006,Poetry,2002,"Berkeley, CA",cau,9780966993783,49509729,http://viaf.org/viaf/28304915,28304915,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0103
14,In the American Tree,"Silliman, Ronald (editor)",National Poetry Foundation,,August 2006,Poetry,2002,"Orono, ME",meu,9780943373515,45951719,http://viaf.org/viaf/112184153,112184153,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0104
15,Juice,"Gladman, Renee",Kelsey Street Press,,August 2006,Poetry,2000,"Berkeley, CA",cau,9780932716552,44885364,http://viaf.org/viaf/36456769,36456769,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0105
16,Incubation: A Space for Monsters,"Kapil, Bhanu",Leon Works,,August 2006,Poetry,2006,"New York, NY",nyu,9780976582021,72763616,http://viaf.org/viaf/29085938,29085938,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0106
17,Mohawk/Samoa: Transmigrations,"Stevens, James Thomas ; Sinavaiana, Caroline",Subpress,,August 2006,Poetry,2005,"Oakland, CA",cau,9781930068308,64716079,http://viaf.org/viaf/11651218 ; http://viaf.org/viaf/10148996077359752812,11651218 ; 10148996077359752812,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0107
18,Telling the Future Off,"Young, Stephanie",Tougher Disguises,,August 2006,Poetry,2005,"San Diego, CA",cau,9780974016740,62111120,http://viaf.org/viaf/29275528,29275528,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0108
19,When the Plug Gets Unplugged: Poems,"Kim, Hye-sun ; Choi, Don Mee (translator)",Tinfish Press,,August 2006,Poetry,2005,"Kaneohe, HI",hiu,,68193536,http://viaf.org/viaf/55039845,55039845,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0109
20,"War, the Musical","Fitterman, Robert ; Rowntree, Dirk",Subpress,,August 2006,Poetry,2006,"Oakland, CA",cau,9781930068339,84735733,http://viaf.org/viaf/66027933 ; http://viaf.org/viaf/41611472,66027933 ; 41611472,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0110
21,More Wordworks,"Kostelanetz, Richard",Talisman,"Talisman House, Publishers",August 2006,Poetry,2006,"Jersey City, NJ",nju,9781584980353,71045097,http://viaf.org/viaf/22155485,22155485,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0111
22,Debbie: An Epic,"Robertson, Lisa",New Star Books,,August 2006,Poetry,1997,"Vancouver, BC",bcc,9780921586616,37490490,http://viaf.org/viaf/52001659,52001659,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0112
23,re: f (gesture): poems,"Everett, Percival",Red Hen Press,,August 2006,Poetry,2006,"Los Angeles, CA",cau,9781597090575,63677139,http://viaf.org/viaf/120212810,120212810,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0113
24,Some Other Kind of Mission,"Jarnot, Lisa",Burning Deck,,August 2006,Poetry,1996,"Providence, RI",riu,9781886224124,34411337,http://viaf.org/viaf/106736247,106736247,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0114
25,The Fatalist,"Hejinian, Lyn",Omnidawn Publishing,,August 2006,Poetry,2003,"Richmond, CA",cau,9781890650124,52165679,http://viaf.org/viaf/44325651,44325651,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0115
26,Once Upon a Neoliberal Rocket Badge,"Boykoff, Jules",Edge Books,,August 2006,Poetry,2006,"Washington, DC",dcu,9781890311216,68810822,http://viaf.org/viaf/221922146,221922146,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0116
27,The Confessions of Doc Williams & Other Poems,"Heyen, William",Etruscan Press,,August 2006,Poetry,2006,"Youngstown, OH",ohu,9780974599557,62088141,http://viaf.org/viaf/97903062,97903062,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0117
28,DeathStar/rico-chet,"Goldman, Judith",O Books,,August 2006,Poetry,2006,"Oakland, CA",cau,9781882022618,71127818,http://viaf.org/viaf/12421317,12421317,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0118
29,"Ring, Rang, Wrong","Doppelt, Suzanne",Burning Deck Press,Burning Deck,August 2006,Poetry,2006,"Providence, RI",riu,9781886224803,84900841,http://viaf.org/viaf/51815660,51815660,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0119
30,The Seed Thieves: Poems,"Fanning, Robert",Marick Press,,August 2006,Poetry,2006,"Grosse Pointe Farms, MI",miu,9780977970308,76910448,http://viaf.org/viaf/16704125,16704125,https://web.archive.org/web/20061002045434/http://spdbooks.org/GENpoetrybestsellers.asp,SPD0120
1,Sitt Marie Rose: a Novel,"Adnan, Etel",The Post-Apollo Press,,August 2006,Fiction,1982,"Sausalito, CA",cau,9780942996029,10045485,http://viaf.org/viaf/97064828,97064828,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0121
2,ParaSpheres: Extending Beyond the Spheres of Literary and Genre Fiction: Fabulist and New Wave,"Keegan, Ken (editor) ; Morrison, Rusty (editor)",Omnidawn Publishing,,August 2006,Fiction,2006,"Richmond, CA",cau,9781890650186,62888967,http://viaf.org/viaf/38796431 ; http://viaf.org/viaf/60636373,38796431 ; 60636373,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0122
3,My Walk with Bob,"Boone, Bruce",Ithuriel's Spear,,August 2006,Fiction,2006,"San Francisco, CA",cau,9780974950266,68126115,http://viaf.org/viaf/45636382,45636382,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0123
4,Necessary Lies,"Bakken, Kerry Neville",BkMk Press,,August 2006,Fiction,2006,"Kansas City, MO",mou,9781886157569,68693879,http://viaf.org/viaf/53575325,53575325,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0124
5,One Tribe: a Novel,"Galang, M. Evelina",New Issues Poetry & Prose,,August 2006,Fiction,2006,"Kalamazoo, MI",miu,9781930974586,65284628,http://viaf.org/viaf/43562231,43562231,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0125
6,Foam of the Daze,"Vian, Boris ; Harper, Brian (translator)",Tam Tam Books,,August 2006,Fiction,2003,"Los Angeles, CA",cau,9780966234633,54639623,http://viaf.org/viaf/9983585 ; http://viaf.org/viaf/61126218,9983585 ; 61126218,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0126
7,The Grand Hotels (of Joseph Cornell),"Coover, Robert",Burning Deck,,August 2006,Fiction,2002,"Providence, RI",riu,9781886224506,49629438,http://viaf.org/viaf/99874615,99874615,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0127
8,The Activist,"Gladman, Renee",Krupskaya,,August 2006,Fiction,2003,"San Francisco, CA",cau,9781928650188,53004819,http://viaf.org/viaf/36456769,36456769,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0128
9,Shoot the Buffalo,"Briggs, Matt",Clear Cut Press,,August 2006,Fiction,2005,"Astoria, OR",oru,9780972323475,62243322,http://viaf.org/viaf/2005941,2005941,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0129
10,The Girl,"Le Sueur, Meridel",West End Press,,August 2006,Fiction,1982,"Minneapolis, MN",mnu,9780931122064,8866705,http://viaf.org/viaf/7498191,7498191,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0130
11,The Week You Weren't Here,"Blackstone, Charles",Low Fidelity Press,,August 2006,Fiction,2005,"Brooklyn, NY",nyu,9780972336345,54615920,http://viaf.org/viaf/9236373,9236373,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0131
12,Abu Musa's Women Neighbors: a Historical Novel from Morocco,"Toufiq, Ahmed ; Allen, Roger (translator)",The Post-Apollo Press,,August 2006,Fiction,2006,"Sausalito, CA",cau,9780942996562,62282633,http://viaf.org/viaf/93082217,93082217,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0132
13,Freud in Coney Island and Other Tales,"Klein, Norman M.",Otis Books | Seismicity Editions,,August 2006,Fiction,2006,"Los Angeles, CA",cau,9780975592465,70048082,http://viaf.org/viaf/28015304,28015304,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0133
14,I Spit on Your Graves,"Vian, Boris ; Rosenthal, Milton (translator)",Tam Tam Books,,August 2006,Fiction,1998,"Los Angeles, CA",cau,9780966234602,41877446,http://viaf.org/viaf/9983585 ; http://viaf.org/viaf/58444185,9983585 ; 58444185,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0134
15,Peter: An (A)Historical Romance,"DeShell, Jeffrey",Starcherone Books,,August 2006,Fiction,2006,"Buffalo, NY",nyu,9780970316523,62302466,http://viaf.org/viaf/153491,153491,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0135
16,Motorman,"Ohle, David",3rd Bed,,August 2006,Fiction,2004,"Providence, RI",riu,9780970942821,56557638,http://viaf.org/viaf/13940999,13940999,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0136
17,The Cuban Mile,"Hernández Díaz, Alejandro",Latin American Literary Review Press,,August 2006,Fiction,1998,"Pittsburgh, PA",pau,9780935480948,38390185,http://viaf.org/viaf/2187149198363174940007,2187149198363174940007,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0137
18,Land of the Snow Men,"Lock, Norman",Calamari Press,"Calamari Archive, ink. ; Calamari Archive",August 2006,Fiction,2005,"New York, NY",nyu,9780977072316,75496545,http://viaf.org/viaf/31386291,31386291,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0138
19,10:01,"Olsen, Lance",Chiasmus Press,,August 2006,Fiction,2005,"Portland, OR",oru,9780970321268,61525289,http://viaf.org/viaf/110430530,110430530,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0139
20,Next Door Lived a Girl,"Kiesbye, Stefan",Low Fidelity Press,,August 2006,Fiction,2004,"New York, NY",nyu,9780972336321,56614161,http://viaf.org/viaf/28922350,28922350,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0140
21,Real to Reel,"Yuknavitch, Lidia",FC2,,August 2006,Fiction,2003,"Normal, IL",ilu,9781573661072,50339449,http://viaf.org/viaf/19912118,19912118,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0141
22,The Singing Fish,"Markus, Peter",Calamari Press,"Calamari Archive, ink. ; Calamari Archive",August 2006,Fiction,2005,"New York, NY",nyu,9780974605388,74281045,http://viaf.org/viaf/46529086,46529086,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0142
23,Phallos,"Delany, Samuel R.",Bamberger Books,,August 2006,Fiction,2004,"Whitmore Lake, MI",miu,9780917453410,57233463,http://viaf.org/viaf/84979632,84979632,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0143
24,Sonny,"Burger, Mary",Leon Works,,August 2006,Fiction,2005,"New York, NY",nyu,9780976582007,60756872,http://viaf.org/viaf/115149106005468490543,115149106005468490543,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0144
25,Trino's Choice,"Bertrand, Diane Gonzales",Arte Publico Press,,August 2006,Fiction,1999,"Houston, TX",txu,9781558852686,778975717,http://viaf.org/viaf/273088934,273088934,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0145
26,Necrophilia Variations: a Literary Monograph,Supervert 32C Inc.,Supervert 32C,,August 2006,Fiction,2005,"New York, NY",nyu,9780970497116,71891359,http://viaf.org/viaf/426154381059130291978,426154381059130291978,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0146
27,Tales of Galicia: a Novel,"Stasiuk, Andrzej",Twisted Spoon Press,,August 2006,Fiction,2003,"Gardena, CA",cau,9788086264059,52256482,http://viaf.org/viaf/90674987,90674987,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0147
28,The Way to Get Here,"Pate, Gavin",Bootstrap Press,,August 2006,Fiction,2006,"Lowell, MA",mau,9780971193512,71779444,http://viaf.org/viaf/38168286312857270752,38168286312857270752,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0148
29,Iroquois Creation Story: John Arthur Gibson and J.N.B. Hewitt's Myth of the Earth Grasper,"Mohawk, John",Mohawk Publications,,August 2006,Fiction,2005,"Buffalo, NY",nyu,9780976127901,62231693,http://viaf.org/viaf/58258822,58258822,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0149
30,Kinfolks: The Wilgus Stories,"Norman, Gurney",Gnomon,Gnomon Press,August 2006,Fiction,1977,"Frankfort, KY",kyu,9780917788079,3710836,http://viaf.org/viaf/34740580,34740580,https://web.archive.org/web/20061002045239/http://spdbooks.org/GENfictionbestsellers.asp,SPD0150
1,Necessary Lies,"Bakken, Kerry Neville",BkMk Press,,September 2006,Fiction,2006,"Kansas City, MO",mou,9781886157569,68693879,http://viaf.org/viaf/53575325,53575325,https://web.archive.org/web/20061026111200/http://www.spdbooks.org:80/GENfictionbestsellers.asp,SPD0151
2,ParaSpheres: Extending Beyond the Spheres of Literary and Genre Fiction: Fabulist and New Wave,"Keegan, Ken (editor) ; Morrison, Rusty (editor)",Omnidawn Publishing,,September 2006,Fiction,2006,"Richmond, CA",cau,9781890650186,62888967,http://viaf.org/viaf/38796431 ; http://viaf.org/viaf/60636373,38796431 ; 60636373,https://web.archive.org/web/20061026111200/http://www.spdbooks.org:80/GENfictionbestsellers.asp,SPD0152
3,Ultravioleta,"Moriarty, Laura",Atelos,,September 2006,Fiction,2006,"Berkeley, CA",cau,9781891190247,72791357,http://viaf.org/viaf/24631082,24631082,https://web.archive.org/web/20061026111200/http://www.spdbooks.org:80/GENfictionbestsellers.asp,SPD0153
4,Abu Musa's Women Neighbors: a Historical Novel from Morocco,"Toufiq, Ahmed ; Allen, Roger (translator)",The Post-Apollo Press,,September 2006,Fiction,2006,"Sausalito, CA",cau,9780942996562,62282633,http://viaf.org/viaf/93082217,93082217,https://web.archive.org/web/20061026111200/http://www.spdbooks.org:80/GENfictionbestsellers.asp,SPD0154
5,Snowball's Chance,"Reed, John",Roof Books,,September 2006,Fiction,2002,"New York, NY",nyu,9781931824057,51262745,http://viaf.org/viaf/171137014,171137014,https://web.archive.org/web/20061026111200/http://www.spdbooks.org:80/GENfictionbestsellers.asp,SPD0155
6,Iroquois Creation Story: John Arthur Gibson and J.N.B. Hewitt's Myth of the Earth Grasper,"Mohawk, John",Mohawk Publications,,September 2006,Fiction,2005,"Buffalo, NY",nyu,9780976127901,62231693,http://viaf.org/viaf/58258822,58258822,https://web.archive.org/web/20061026111200/http://www.spdbooks.org:80/GENfictionbestsellers.asp,SPD0156
7,Swan of Tuonela,"Wyatt, Charles",Hanging Loose Press,,September 2006,Fiction,2006,"Brooklyn, NY",nyu,9781931236669,62281699,http://viaf.org/viaf/23845508,23845508,https://web.archive.org/web/20061026111200/http://www.spdbooks.org:80/GENfictionbestsellers.asp,SPD0157
8,Sitt Marie Rose: a Novel,"Adnan, Etel",The Post-Apollo Press,,September 2006,Fiction,1982,"Sausalito, CA",cau,9780942996029,10045485,http://viaf.org/viaf/97064828,97064828,https://web.archive.org/web/20061026111200/http://www.spdbooks.org:80/GENfictionbestsellers.asp,SPD0158
9,Freud in Coney Island and Other Tales,"Klein, Norman M.",Otis Books | Seismicity Editions,,September 2006,Fiction,2006,"Los Angeles, CA",cau,9780975592465,70048082,http://viaf.org/viaf/28015304,28015304,https://web.archive.org/web/20061026111200/http://www.spdbooks.org:80/GENfictionbestsellers.asp,SPD0159
10,Frances Johnson,"Levine, Stacey",Clear Cut Press,,September 2006,Fiction,2005,"Astoria, OR",oru,9780972323468,62219043,http://viaf.org/viaf/36123049,36123049,https://web.archive.org/web/20061026111200/http://www.spdbooks.org:80/GENfictionbestsellers.asp,SPD0160
11,Locus Solus,"Roussel, Raymond",Riverrun ; John Calder,Calder ; Riverrun Press,September 2006,Fiction,2003,"London, UK ; New York, NY",xxk ; nyu,9780714507347,52455422,http://viaf.org/viaf/22148206,22148206,https://web.archive.org/web/20061026111200/http://www.spdbooks.org:80/GENfictionbestsellers.asp,SPD0161
