,id,author1,author1_normalized,author2,author3,author4,author_authorized_heading,author_lccn,author_viaf,author_wikidata_qid,date,htid,hathi_rights,title,imprint,isbn,isbn_most_common_edition,lccn,oclc,oclc_owi,oclc_eholdings,oclc_holdings,person_id,place,publisher_marc
937,7078,"Stern, Richard G. 1928-","Stern, Richard G.",,,,"Stern, Richard, 1928-2013",n80030782,64055711,Q3702414,1964,mdp.39015048649084,ic,"Teeth, dying, and other matters",Harper & Row [1964],[],,['64018083'],['1398236'],2362141.0,11.0,290.0,3194,nyu,Harper & Row
938,7079,"Warren, Robert Penn 1905-1989","Warren, Robert Penn",,,,"Warren, Robert Penn, 1905-1989",n78091524,61553765,Q312720,1971,mdp.39015031306221,ic,Meet me in the green glen. -,"Random House, [c1971]",['039446141X:'],039446141X,['70102303'],['177500'],52424326.0,10.0,1698.0,4365,nyu,Random House
939,7080,"Bly, Robert.","Bly, Robert",,,,"Bly, Robert",n79054927,79847862,Q472507,1970,uc1.b3555944,ic,Forty poems touching on recent American history.,Beacon Press [1970],['080706422X'],080706422X,['76116906//r85'],['94714'],1315257.0,11.0,617.0,5,mau,Beacon Press
940,7081,"Mott, Frank Luther 1886-1964","Mott, Frank Luther",,,,"Mott, Frank Luther, 1886-1964",n82242614,54273373,Q3751858,1952,uc1.b3554495,ic,The news in America.,"Harvard University Press, 1952.",[],9780674182578,['52008218'],['332729'],1438795.0,66.0,733.0,4330,xx,Harvard University Press
941,7082,"Shapiro, Karl Jay 1913-2000","Shapiro, Karl Jay","Beum, Robert Lawrence.",,,"Shapiro, Karl, 1913-2000",n79021704,109257053,Q2906282,1965,uc1.32106001662102,ic,A prosody handbook / [by] Karl Shapiro [and] Robert Beum.,"Harper & Row, [1965]",[],,['64024535'],['330664'],1430271.0,34.0,1190.0,4367,nyu,Harper & Row
942,7083,"Schramm, Wilbur Lang 1907-","Schramm, Wilbur Lang",,,,"Schramm, Wilbur, 1907-1987",n79132416,110258866,Q8000236,1963,mdp.39015009573380,und,The science of human communication; new directions and new findings in communication research.,"Basic Books, [1963]",[],,['63012849'],['306850'],768616873.0,3.0,804.0,4324,nyu,Basic Books
943,7084,"Schramm, Wilbur Lang 1907-","Schramm, Wilbur Lang",,,,"Schramm, Wilbur, 1907-1987",n79132416,110258866,Q8000236,1957,mdp.39015002363342,ic,Responsibility in mass communication.,Harper [1957],[],,['57010951 //r80'],['308027'],5218328391.0,2.0,651.0,4324,nyu,Harper
944,7085,"Dobyns, Stephen 1941-","Dobyns, Stephen",,,,"Dobyns, Stephen, 1941-",n50027452,85546337,Q7609076,1988,mdp.39015012432848,ic,The two deaths of Se̱ora Puccini / Stephen Dobyns.,"Viking, 1988.",['0670819808'],0670819808,['87040440'],['16950559'],13075596.0,47.0,580.0,287,nyu,Viking
945,7086,"Levine, Philip 1928-","Levine, Philip",,,,"Levine, Philip, 1928-2015",n78093573,110361442,Q531273,1988,mdp.39015013412880,ic,A walk with Tom Jefferson : poems / by Philip Levine.,"A.A. Knopf, 1988.","['0394570383 (hard) :,0394758595 (pbk.) :']",0394758595,['87046080'],['17385605'],9678916.0,36.0,499.0,87,nyu,A.A. Knopf
946,7087,"Kinsella, W. P.","Kinsella, W. P.",,,,"Kinsella, W. P.",n77004617,957296,Q7945871,1988,mdp.39015014324233,ic,The further adventures of Slugger McBatt : baseball stories / by W.P. Kinsella.,"Houghton Mifflin, 1988.","['0395475937 (pbk.),0395475929']",0395475929,['87037824'],['17384043'],15935684.0,42.0,407.0,1089,mau,Houghton Mifflin
947,7088,"Turnbull, Robert.","Turnbull, Robert",,,,"Turnbull, Robert, 1809-1877",no93023352,19252787,Q19361497,1988,mdp.39015013611226,ic,The opera gazetteer / Robert Turnbull.,"Trefoil, 1988.",['086294080X :'],0847807274,[],['20167965'],17011294.0,20.0,188.0,3115,enk,Trefoil
948,7089,"Hall, Douglas Kent.","Hall, Douglas Kent",,,,"Hall, Douglas Kent",n79085100,91645786,Q5301683,1988,txu.059173017236571,ic,The border : life on the line / text and photographs by Douglas Kent Hall.,"Abbeville Press, 1988.",['0896596850'],0896596850,['87035066'],['17234273'],291507362.0,11.0,415.0,186,nyu,Abbeville Press
949,7090,"Gerber, John C.","Gerber, John C.",,,,"Gerber, John C.",n50016298,76341102,,1988,mdp.39015013518017,ic,Mark Twain / by John C. Gerber.,"Twayne Publishers, c1988.",['0805775188 (alk. paper)'],0805775188,['87028816'],['17105497'],1001351.0,169.0,1420.0,4342,mau,Twayne Publishers
950,7091,"Stern, Gerald 1925-","Stern, Gerald",,,,"Stern, Gerald, 1925-",n80145884,116108024,Q5549604,1987,mdp.39015013116549,ic,Lovesick : poems / by Gerald Stern.,"Harper & Row, c1987.","['0060961708 (pbk.) :,0060550716 :']",0060550716,['86046102'],['20168110'],8933271.0,3.0,426.0,3206,nyu,Harper & Row
951,7092,"Johnson, Denis 1949-","Johnson, Denis",,,,"Johnson, Denis, 1949-2017",n81147004,51707360,Q340016,1987,mdp.39015013507176,ic,The veil : poems / by Denis Johnson.,"Knopf, 1987.","['0394743431 (pbk.) :,0394541278 :']",0394541278,['85018383'],['12419151'],252622016.0,2.0,218.0,786,nyu,Knopf
952,7093,"Santos, Bienvenido N.","Santos, Bienvenido N.",,,,"Santos, Bienvenido N.",n79021625,8656216,Q4904598,1987,mdp.39015018610116,ic,What the hell for you left your heart in San Francisco : a novel / by Bienvenido N. Santos.,"New Day Publishers, 1987.",['9711003198'],9711003198,[],['18256448'],431032456.0,10.0,165.0,3622,ph,New Day Publishers
953,7094,"Schwartz, Lynne Sharon.","Schwartz, Lynne Sharon",,,,"Schwartz, Lynne Sharon",n80017432,49379687,Q1878899,1987,mdp.39015012998335,ic,The melting pot and other subversive stories / Lynne Sharon Schwartz.,"Harper & Row, c1987.",['006015814X :'],006015814X,['87045074'],['15629524'],10381371.0,103.0,421.0,3674,nyu,Harper & Row
954,7095,"Strand, Mark 1934-","Strand, Mark","Bailey, William 1930-",,,"Strand, Mark, 1934-2014",n79090257,49272680,Q928775,1987,mdp.39015012221605,ic,William Bailey / by Mark Strand.,"Abrams, 1987.","['0810923602 (pbk.),0810907208']",0810923602,['87000973'],['15197320'],1909029485.0,11.0,509.0,3152,nyu,Abrams
955,7096,"Ullman, Leslie.","Ullman, Leslie",,,,"Ullman, Leslie",n78079196,39401921,Q6531188,1987,mdp.39015017677421,ic,Dreams by no one's daughter : poems / by Leslie Ullman.,"University of Pittsburgh Press, c1987.","['0822935686,0822953951 (pbk.)']",0822953951,['87040159'],['16087072'],11667572.0,56.0,259.0,823,pau,University of Pittsburgh Press
956,7097,"Cheever, John.","Cheever, John","Donaldson, Scott 1928-",,,"Cheever, John",n78089819,2468135,Q336151,1987,mdp.39015012974401,ic,Conversations with John Cheever / edited by Scott Donaldson.,"University Press of Mississippi, c1987.","['0878053328 (pbk. : alk. paper),087805331X (alk. paper)']",087805331X,['87017932'],['16226142'],12247607.0,3.0,447.0,3660,msu,University Press of Mississippi
957,7098,"Canin, Ethan.","Canin, Ethan",,,,"Canin, Ethan",n87840327,110589396,Q528593,1988,mdp.39015066047559,ic,Emperor of the air : stories / by Ethan Canin.,"Houghton Mifflin, 1988.",['0395429765 :'],0395429765,['87022540'],['16684009'],335950.0,61.0,1201.0,1508,mau,Houghton Mifflin
958,7099,"Tallent, Elizabeth 1954-","Tallent, Elizabeth",,,,"Tallent, Elizabeth, 1954-",n82134949,113154335,Q5363601,1987,mdp.39015014550530,ic,Time with children : stories / by Elizabeth Tallent.,"Knopf, 1987.",['0394557832 :'],0394557832,['87045100'],['15629527'],10381430.0,11.0,494.0,87,nyu,Knopf
959,7100,"Burke, Bill.","Burke, Bill","Grundberg, Andy.","Carver, Raymond 1938-1988",,"Burke, Bill, 1935-",n2011033708,170750857,,1987,mdp.39015012237510,ic,Bill Burke portraits / essay by Raymond Carver ; preface by Andy Grundberg.,"Ecco Press, 1987.",['0880011629'],0880011629,['87005314'],['15251322'],444534608.0,2.0,220.0,3683,nyu,Ecco Press
960,7101,"Glancy, Diane.","Glancy, Diane","Moon, Jay.",,,"Glancy, Diane",n85814699,93980865,Q5271470,1986,mdp.39015047780831,ic,One age in a dream / Diane Glancy ; illustrations by Jay Moon,"Milkweed Editions, 1986",['0915943204 (pbk.) :'],0915943204,['86062394'],['14214752'],8250495.0,11.0,170.0,1837,mnu,Milkweed Editions
961,7102,"Dubus, Andre 1936-1999","Dubus, Andre",,,,"Dubus, Andre, 1936-1999",n79134894,110787061,Q493118,1986,mdp.39015012288372,ic,The last worthless evening : four novellas & two stories / Andre Dubus.,"Godine, 1986.",['0879236426 :'],0879236426,['86045530'],['14068132'],252704967.0,12.0,717.0,3855,mau,Godine
962,7103,"Weissbort, Daniel.","Weissbort, Daniel",,,,"Weissbort, Daniel",n50022746,68911711,Q4102546,1986,mdp.39015053230549,ic,"Leaseholder, new & selected poems, 1965-1985 / Daniel Weissbort.","Carcanet, 1986.",['0856356581'],0856356581,[],['14133268'],1059241768.0,1.0,192.0,3634,enk,Carcanet
963,7104,"Shapiro, Karl Jay 1913-2000","Shapiro, Karl Jay",,,,"Shapiro, Karl, 1913-2000",n79021704,109257053,Q2906282,1987,mdp.39015039762854,ic,"New & selected poems, 1940-1986 / Karl Shapiro.","University of Chicago Press, 1987.",['0226750337 (pbk.)'],0226750337,['87010790'],['15589781'],292630274.0,12.0,599.0,4367,ilu,University of Chicago Press
964,7105,"Swander, Mary.","Swander, Mary",,,,"Swander, Mary",n79030275,93738613,Q6780801,1986,mdp.39015016881560,ic,Driving the body back : poems / by Mary Swander,"Knopf, 1986","['0394742893 (pbk.) :,0394550080 :']",0394550080,['85045603'],['12974688'],5631986.0,11.0,312.0,87,nyu,Knopf
965,7106,"Godwin, Gail.","Godwin, Gail",,,,"Godwin, Gail",n50033169,100267478,Q2908695,1987,mdp.39015012075704,ic,A southern family / Gail Godwin.,"Morrow, c1987.",['0688065309'],0688065309,['87012381'],['15793683'],534195.0,42.0,2353.0,3459,nyu,Morrow
966,7107,"Phillips, Jayne Anne 1952-","Phillips, Jayne Anne",,,,"Phillips, Jayne Anne, 1952-",n79033346,44274409,Q4353602,1987,mdp.39015031599080,ic,Fast lanes / Jayne Anne Phillips.,"Dutton/Seymour Lawrence, c1987.",['0525245154'],0525245154,['86019959'],['14212650'],4018013.0,47.0,846.0,1109,nyu,Dutton/Seymour Lawrence
967,7108,"Wilson, Robley.","Wilson, Robley",,,,"Wilson, Robley",n82018441,7419554,Q7353213,1987,mdp.39015018651458,ic,"Kingdoms of the ordinary / Robley Wilson, Jr.","University of Pittsburgh Press, c1987.","['0822953919 (pbk.),0822935570']",0822935570,['87005976'],['15488946'],10540321.0,161.0,314.0,424,pau,University of Pittsburgh Press
968,7109,"Cooley, Peter 1940-","Cooley, Peter",,,,"Cooley, Peter, 1940-",n79127855,23426837,Q7173377,1987,mdp.39015032198502,ic,The Van Gogh notebook / Peter Cooley.,"Carnegie Mellon University Press, 1987.",['0887480497'],0887480497,['86072209'],['16219080'],1036111.0,11.0,148.0,3450,pau,Carnegie Mellon University Press :
969,7110,"Carver, Raymond 1938-1988","Carver, Raymond",,,,"Carver, Raymond, 1938-1988",n80113040,88660538,Q219862,1986,mdp.39015012837483,ic,Ultramarine / Raymond Carver.,"Random House, 1986.",['0394553799 :'],0394553799,['86010221'],['13581140'],3901080683.0,37.0,826.0,3683,nyu,Random House
970,7111,"Olsen, Lance 1956-","Olsen, Lance",,,,"Olsen, Lance, 1956-",n86108063,110430530,Q6483502,1987,mdp.39015012145770,ic,Ellipse of uncertainty : an introduction to postmodern fantasy / Lance Olsen.,"Greenwood Press, 1987.",['0313255113 (lib. bdg. : alk. paper)'],0313255113,['86022789'],['14188135'],1028071342.0,10.0,337.0,1241,nyu,Greenwood Press
971,7112,"Bell, Marvin 1937-","Bell, Marvin",,,,"Bell, Marvin, 1937-",n50006519,12325040,Q6778291,1987,mdp.39015012200351,ic,New and selected poems / Marvin Bell.,"Atheneum, 1987.","['0689119208 (pbk.),0689119194']",0689119194,['86047918'],['15730291'],148030641.0,159.0,338.0,158,nyu,Atheneum
972,7113,"Dobyns, Stephen 1941-","Dobyns, Stephen",,,,"Dobyns, Stephen, 1941-",n50027452,85546337,Q7609076,1987,mdp.39015018624349,ic,Cemetery nights : poems / by Stephen Dobyns.,"Viking, 1987.",['0670814849'],0670814849,['86040280'],['13821227'],7259109.0,11.0,442.0,287,nyu,Viking
973,7114,"Conoley, Gillian 1955-","Conoley, Gillian",,,,"Conoley, Gillian, 1955-",n84029526,38308869,Q5562218,1987,mdp.39015048711843,ic,Some gangster pain : poems.,"Carnegie Mellon University Press, 1987.",['0887480268'],0887480268,['86070209'],['15622715'],10225809.0,10.0,189.0,3207,pau,Carnegie Mellon University Press :
974,7115,"Warren, Robert Penn 1905-1989","Warren, Robert Penn",,,,"Warren, Robert Penn, 1905-1989",n78091524,61553765,Q312720,1987,mdp.39015012857796,ic,A Robert Penn Warren reader / by Robert Penn Warren.,"Random House, 1987.",['0394558960'],0394558960,['86017850'],['14002236'],369545823.0,12.0,759.0,4365,nyu,Random House
975,7116,"Kenney, Richard.","Kenney, Richard",,,,"Kenney, Richard",n83168086,77694612,Q7327047,1984,uc1.b4462510,ic,The evolution of the flightless bird / Richard Kenney ; foreword by James Merrill.,"Yale University Press, c1984.","['0300031521 (pbk.)', '0300031483 (alk. paper)']",0300031483,['83021728'],['10045401'],3719428.0,156.0,430.0,3099,ctu,Yale University Press
976,7117,"Haldeman, Joe W.","Haldeman, Joe W.",,,,"Haldeman, Joe W.",n50018607,59083671,Q347461,1983,mdp.39015008551809,ic,Worlds apart / Joe Haldeman.,"Viking Press, 1983.",['0670789879'],0670789879,['83047875'],['9464816'],3906601.0,143.0,556.0,863,nyu,Viking Press
977,7118,"Van Duyn, Mona.","Van Duyn, Mona",,,,"Van Duyn, Mona",n81147222,14898782,Q6897736,1982,mdp.39015013260453,ic,"Letters from a father, and other poems / Mona Van Duyn.","Atheneum, 1982.","['0689112874 (pbk.) :,0689112866 :']",0689112866,['81070060'],['8111731'],437777.0,11.0,442.0,4363,nyu,Atheneum
978,7119,"Williams, Joy.","Williams, Joy",,,,"Williams, Joy",nb2001066841,41344884,,1982,mdp.39015004319938,ic,Taking care : short stories / by Joy Williams.,"Random House, c1982.",['0394521579 :'],0394521579,['81011969'],['7653648'],463438.0,50.0,450.0,233,nyu,Random House
979,7120,"Pesetsky, Bette 1932-","Pesetsky, Bette",,,,"Pesetsky, Bette, 1932-",n81037784,111333588,,1981,uc1.b3465319,ic,Stories up to a point / Bette Pesetsky.,"Knopf, 1981.",['0394520793'],0394520793,['81047519'],['7460685'],11911219.0,10.0,310.0,87,nyu,Knopf
980,7121,"Hoagland, Edward.","Hoagland, Edward",,,,"Hoagland, Edward",n79058588,37833728,Q3048551,1981,uc1.b4382660,ic,The tugman's passage / Edward Hoagland.,"Random House, c1981.",['0394522680'],0394522680,['81015803'],['7836278'],463465.0,19.0,488.0,3641,nyu,Random House
981,7122,"Johnson, Denis 1949-","Johnson, Denis",,,,"Johnson, Denis, 1949-2017",n81147004,51707360,Q340016,1982,mdp.39015054091163,ic,The incognito lounge : and other poems / Denis Johnson.,"Random House, c1982.","['0394706773 (pbk.) :,0394523474 :']",0394523474,['81048278'],['8110339'],463847.0,13.0,457.0,786,nyu,Random House
982,7123,"Stern, Richard G. 1928-","Stern, Richard G.",,,,"Stern, Richard, 1928-2013",n80030782,64055711,Q3702414,1982,mdp.39015031311353,ic,The invention of the real / Richard Stern.,"University of Georgia Press, 1982.",['0820305898'],0820305898,['81010466'],['7572933'],28825203.0,1.0,318.0,3194,gau,University of Georgia Press
983,7124,"Bell, Marvin 1937-","Bell, Marvin",,,,"Bell, Marvin, 1937-",n50006519,12325040,Q6778291,1981,uc1.b3466082,ic,These green-going-to-yellow : poems / by Marvin Bell.,"Atheneum, 1981.","['0689112270 (pbk.)', '0689112289']",0689112289,['81066013'],['7813093'],908330535.0,162.0,311.0,158,nyu,Atheneum
984,7125,"Dybek, Stuart 1942-","Dybek, Stuart",,,,"Dybek, Stuart, 1942-",n79020261,56661488,Q7626494,1980,mdp.39015054089100,ic,Childhood and other neighborhoods / Stuart Dybek.,"Viking Press, 1980.",['0670216186 :'],0670216186,['79021609'],['5447683'],18080044.0,41.0,517.0,713,nyu,Viking Press
985,7126,"Mukherjee, Bharati.","Mukherjee, Bharati",,,,"Mukherjee, Bharati",n50004570,76348204,Q4357833,1976,mdp.39015001694853,ic,Kautilya's concept of diplomacy : a new interpretation / Bharati Mukherjee.,"Minerva, 1976.",[],,[],['3463505'],897844210.0,1.0,104.0,171,ii,Minerva
986,7127,"Shapiro, Karl Jay 1913-2000","Shapiro, Karl Jay",,,,"Shapiro, Karl, 1913-2000",n79021704,109257053,Q2906282,1978,mdp.39015005603694,ic,Collected poems 1940-1978 / Karl Shapiro.,"Random House, c1978.",['039442543X'],039442543X,['77090251'],['3446964'],49051633.0,189.0,920.0,4367,nyu,Random House
987,7128,"Sadoff, Ira.","Sadoff, Ira",,,,"Sadoff, Ira",n80149107,62855560,Q15460603,1978,mdp.39015002753195,ic,Palm reading in winter / Ira Sadoff.,"Houghton Mifflin, 1978.","['0395262852 (pbk.) :,0395257662 :']",0395257662,['77017147'],['3414520'],10009904.0,3.0,267.0,3209,mau,Houghton Mifflin
988,7129,"Busch, Frederick 1941-2006","Busch, Frederick",,,,"Busch, Frederick, 1941-2006",n79102784,110494254,Q1452813,1978,mdp.39015011324699,ic,The mutual friend / Frederick Busch.,"Harper & Row, c1978.",['0060105275 :'],0060105275,['77011793'],['3380496'],48375816.0,12.0,732.0,3643,nyu,Harper & Row
989,7130,"Bly, Robert.","Bly, Robert",,,,"Bly, Robert",n79054927,79847862,Q472507,1977,uc1.32106002161997,ic,This body is made of camphor and gopherwood / prose poems by Robert Bly ; drawings by Gendron Jensen.,"Harper & Row, Publishers [c1977].","['0060104147 ((pbk.))', '0060103639']",0060103639,['76047258'],['5939904'],905763404.0,10.0,671.0,5,nyu,"Harper & Row, Publishers"
990,7131,"Irving, John 1942-","Irving, John",,,,"Irving, John, 1942-",n79135330,108238891,Q310379,1978,uc1.32106015360248,ic,The world according to Garp : a novel / by John Irving.,"E. P. Dutton, c1978.",['0525237704 :'],0525237704,['77015564'],['3345460'],83941.0,146.0,5754.0,86,nyu,E. P. Dutton
991,7132,"Gardner, John 1933-1982","Gardner, John",,,,"Gardner, John, 1933-1982",n79056152,2470610,Q1381985,1976,mdp.39015003682088,ic,October light / John Gardner ; illustrated by Elaine Raphael and Don Bolognese.,"Knopf : distributed by Random House, 1976.",['0394499123 :'],0394499123,['76013718'],['2331676'],3768371748.0,136.0,2170.0,3286,nyu,Knopf : distributed by Random House
992,7133,"Cheever, John.","Cheever, John",,,,"Cheever, John",n78089819,2468135,Q336151,1977,pst.000065315057,ic,Falconer / John Cheever.,"Knopf, 1977.","['0394410718', '0394483472']",0394410718,['76019382'],['2331323'],1034295.0,118.0,3168.0,3660,xxu,Knopf
993,7134,"Goldbarth, Albert.","Goldbarth, Albert",,,,"Goldbarth, Albert",n50034362,91563503,Q4710318,1976,mdp.39015003940304,ic,Comings back : a sequence of poems / by Albert Goldbarth.,"Doubleday, 1976.",['0385115423 :'],0385115423,['76002775'],['2331094'],294281009.0,1.0,327.0,574,nyu,Doubleday
994,7135,"Delbanco, Nicholas.","Delbanco, Nicholas",,,,"Delbanco, Nicholas",n80040148,27082662,Q15451732,1977,uc1.b3462593,ic,Possession / by Nicholas Delbanco.,"Morrow, 1977.",['0688031463'],0688031463,['76027834'],['2388119'],4951385.0,11.0,289.0,3678,nyu,Morrow
995,7136,"Dubie, Norman 1945-","Dubie, Norman",,,,"Dubie, Norman, 1945-",n78094012,91352332,Q7052170,1977,mdp.39015000561681,ic,The illustrations : poems / by Norman Dubie ; with a note by Richard Howard,"G. Braziller, c1977",['0807608572 : 0807608580'],0807608572,['76016637'],['2899376'],198848048.0,11.0,283.0,566,nyu,G. Braziller
996,7137,"Cooley, Peter 1940-","Cooley, Peter",,,,"Cooley, Peter, 1940-",n79127855,23426837,Q7173377,1979,mdp.39015005455244,ic,The room where summer ends / Peter Cooley.,"Carnegie-Mellon University Press, 1979.","['0915604280 (pbk.) :,0915604272']",0915604272,['79051605'],['5889844'],560133.0,10.0,125.0,3450,pau,Carnegie-Mellon University Press
997,7138,"Plumly, Stanley.","Plumly, Stanley",,,,"Plumly, Stanley",n83039085,46889391,Q7599874,1977,mdp.39015000546922,ic,Out-of-the-body travel / Stanley Plumly.,"Ecco Press, 1977, c1976.",['0912946369 :'],0912946350,['76046174'],['2890076'],6614714.0,2.0,414.0,3693,nyu,Ecco Press
998,7139,"Hollo, Anselm.","Hollo, Anselm",,,,"Hollo, Anselm",n79059776,2485795,Q252476,1980,uc1.b3494447,ic,Finite continued / Anselm Hollo ; [photos. by David Abrams].,"Blue Wind Press, 1980.","['0912652691 (lim. ed.) :', '0912652675 (pbk.) :', '0912652683 :']",0912652683,['80000167'],['5946412'],557631.0,1.0,172.0,3119,cau,Blue Wind Press
999,7140,"Bell, Marvin 1937-","Bell, Marvin",,,,"Bell, Marvin, 1937-",n50006519,12325040,Q6778291,1977,mdp.39015051322975,ic,"Stars which see, stars which do not see : poems / by Marvin Bell.","Atheneum, 1977.",['068910779X'],068910779X,['76039922'],['2542376'],54138419.0,47.0,586.0,158,nyu,Atheneum
1000,7141,"Will, Frederic.","Will, Frederic",,,,"Will, Frederic",n79089755,29549500,Q5497167,1976,mdp.39015008469473,ic,The generic demands of Greek literature / by Frederic Will.,"Rodopi, c1976.",[],9062034470,['76374509'],['2526162'],5423693.0,1.0,193.0,4345,ne,Rodopi
1001,7142,"Busch, Frederick 1941-2006","Busch, Frederick",,,,"Busch, Frederick, 1941-2006",n79102784,110494254,Q1452813,1976,mdp.39015021306173,ic,Domestic particulars : a family chronicle / Frederick Busch.,"New Directions Pub. Corp., 1976.","['0811206114 (pbk.),081120605X.']",081120605X,['76008904'],['2119570'],384527255.0,11.0,461.0,3643,nyu,New Directions Pub. Corp.
1002,7143,"Haldeman, Joe W.","Haldeman, Joe W.",,,,"Haldeman, Joe W.",n50018607,59083671,Q347461,1976,mdp.39015003665547,ic,The forever war / by Joe Haldeman.,"Ballantine Books, 1976.",['3-452-47671-150'],9780312536633,[],['2116881'],572115.0,253.0,2415.0,863,nyu,Ballantine Books
1003,7144,"Yates, Richard 1926-","Yates, Richard","Krementz, Jill photographer.","Spinelli, Ann book designer.","Gould, Peter K. former owner.","Yates, Richard, 1926-1992",n50014254,17323284,Q544611,1976,mdp.39015014688306,ic,The Easter parade : a novel / Richard Yates.,"Delacorte Press/Seymour Lawrence, c1976.",['0440021979'],0440021979,['76016198'],['2202591'],49059973.0,101.0,1604.0,3124,nyu,Delacorte Press/Seymour Lawrence
1004,7145,"Hoagland, Edward.","Hoagland, Edward",,,,"Hoagland, Edward",n79058588,37833728,Q3048551,1976,mdp.39015014693538,ic,Red wolves and black bears; [nineteen essays] / Edward Hoagland.,"Random House, c1976.",['0394400917'],0394400917,['75040378'],['3121180'],461270.0,20.0,629.0,3641,nyu,Random House
1005,7146,"Dybek, Stuart 1942-","Dybek, Stuart",,,,"Dybek, Stuart, 1942-",n79020261,56661488,Q7626494,1979,mdp.39015054268217,ic,Brass knuckles / Stuart Dybek.,"University of Pittsburgh Press, c1979.","['082295307X (pbk.),0822933993']",0822933993,['79004700'],['4805046'],487969.0,2.0,331.0,713,pau,University of Pittsburgh Press
1006,7147,"Levine, Philip 1928-","Levine, Philip",,,,"Levine, Philip, 1928-2015",n78093573,110361442,Q531273,1980,mdp.39015001145294,ic,7 years from somewhere : poems / by Philip Levine.,"Atheneum, 1980,c1979.",[],0689109741,[],['6675583'],5707286.0,3.0,642.0,87,nyu,Atheneum
1007,7148,"Bly, Robert.","Bly, Robert",,,,"Bly, Robert",n79054927,79847862,Q472507,1980,mdp.39015004721901,ic,Talking all morning / Robert Bly.,"University of Michigan Press, c1980.",['0472157604 (pbk.) :'],0472157604,['80010789'],['6016539'],491042.0,3.0,692.0,5,miu,University of Michigan Press
1008,7149,"Irving, John 1942-","Irving, John",,,,"Irving, John, 1942-",n79135330,108238891,Q310379,1980,mdp.39015066055958,ic,3 by Irving / John Irving.,"Random House, c1980.",['0394509838 :'],0394509838,['79005536'],['5777349'],463070.0,11.0,590.0,86,nyu,Random House
1009,7150,"Schwartz, Lynne Sharon.","Schwartz, Lynne Sharon",,,,"Schwartz, Lynne Sharon",n80017432,49379687,Q1878899,1980,mdp.39015002705260,ic,Rough strife / Lynne Sharon Schwartz.,"Harper & Row, c1980.",['0060140240 :'],0060140240 :,['79002740'],['6014896'],402529.0,111.0,758.0,3674,nyu,Harper & Row
1010,7151,"Valgardson, W. D.","Valgardson, W. D.",,,,"Valgardson, W. D.",n50046670,92792775,Q2536682,1975,mdp.39015005515724,ic,God is not a fish inspector / W. D. Valgardson.,"Oberon Press, c1975.","['0887501494 (pbk.),0887501486.']",0887501494,['74031955'],['1857930'],2624453.0,1.0,157.0,491,onc,Oberon Press
1011,7152,"Santos, Bienvenido N.","Santos, Bienvenido N.",,,,"Santos, Bienvenido N.",n79021625,8656216,Q4904598,1960,mdp.39015002756594,ic,"Brother, my brother : a collection of stories / By Bienvenido N. Santos ; with an introduction by Leonard Casper.","Benipayo Publishers, 1960.",[],,['60040646'],['2049875'],3431322.0,2.0,93.0,3622,ph,Benipayo Publishers
1012,7153,"Smiley, Jane.","Smiley, Jane",,,,"Smiley, Jane",n79143875,19714915,Q441067,1980,uc1.32106005007080,ic,Barn blind : a novel / by Jane Smiley.,"Harper & Row, c1980.",['006014016X :'],006014016X,['79003417'],['5830054'],402526.0,25.0,1242.0,969,nyu,Harper & Row
1013,7154,"Warren, Robert Penn 1905-1989","Warren, Robert Penn",,,,"Warren, Robert Penn, 1905-1989",n78091524,61553765,Q312720,1979,mdp.39015005430775,ic,Brother to dragons : a tale in verse and voices / Robert Penn Warren.,"Random House, c1979.",[],,['79010782'],['4775101'],196796948.0,21.0,2152.0,4365,nyu,Random House
1014,7155,"Will, Frederic.","Will, Frederic",,,,"Will, Frederic",n79089755,29549500,Q5497167,1980,mdp.39015019055824,ic,"Our thousand year old bodies : selected poems, 1956-1976 / by Frederic Will.","University of Massachusetts Press, 1980.","['0870232843 (pbk.),0870232835']",0870232835,['79009383'],['5196963'],426092009.0,1.0,241.0,4345,mau,University of Massachusetts Press
1015,7156,"Miller, Jane 1932-","Miller, Jane",,,,"Miller, Jane, 1932-",n82139679,100648660,Q94110267,1986,uc1.b3499561,ic,Women writing about men / Jane Miller.,"Pantheon Books, c1986.",['039474425X (pbk.) :'],039474425X,['85025907'],['12811120'],5252975.0,11.0,850.0,1025,nyu,Pantheon Books
1016,7157,"Costello, Mark 1936-","Costello, Mark",,,,"Costello, Mark, 1936-",n84001781,35843180,Q6767162,1973,uc1.$b404151,ic,The Murphy stories.,University of Illinois Press [1973],['0252003039 0252003098 (pbk.)'],0252003039,['72086409'],['589171'],309051779.0,11.0,310.0,162,ilu,University of Illinois Press
1017,7158,"Coulette, Henri 1927-1988","Coulette, Henri",,,,"Coulette, Henri, 1927-1988",n90628592,9923525,Q5715395,1966,mdp.39015030740800,ic,The war of the secret agents : and other poems / By Henri Coulette.,"C. Scribner, [1966]",[],,['66013336'],['291698'],422817712.0,2.0,456.0,65,nyu,C. Scribner
1018,7159,"Cooper, Jane 1924-2007","Cooper, Jane",,,,"Cooper, Jane, 1924-2007",n82087761,235768947,Q6151271,1974,mdp.39015011044651,ic,Maps & windows; poems.,Macmillan [1974],"['0020693001 (pbk.),0025280600']",0025280600,['74010975'],['934802'],422885521.0,11.0,264.0,3372,nyu,Macmillan
